date,Sample Portfolio_balance,Portfolio 2_balance,Portfolio 3_balance,benchmark_balance
2020-01-01,10000.0,10000.0,10000.0,10000.0
2020-01-31,10241.394590215714,9881.403608062106,9939.140697836114,9995.964021120652
2020-02-29,9896.017726416896,9262.43151082055,9282.904596311093,9204.62298496213
2020-03-31,9348.207897399832,8162.803973115707,8155.38611321561,8055.231330763137
2020-04-30,10142.169856826402,9341.32650324903,9168.870191849066,9078.112730507184
2020-05-31,10415.642558014846,9837.789111554273,9742.446638277683,9510.640681481274
2020-06-30,10587.440298176034,10341.524438258351,10174.465579385942,9679.307151411307
2020-07-31,11290.325547239794,11417.546615418158,11052.603305893275,10249.34131888508
2020-08-31,11582.690838132654,12118.501474272378,11956.372656008778,10964.71233404507
2020-09-30,11247.141625591268,11318.215610034751,11267.892966981113,10554.152382543389
2020-10-31,10993.920238148155,11201.608968061288,11087.156947749938,10290.999278204703
2020-11-30,11571.348697799995,11911.852832122066,12066.644930095876,11410.421708823053
2020-12-31,11959.234121005002,12740.512895666958,12979.15659060737,11833.161370813983
2021-01-31,11722.111064831806,12892.63220355423,13018.426639007472,11712.576099786038
2021-02-28,11642.626267546497,13146.732054099344,13305.265359646728,12038.250469728646
2021-03-31,11835.257094911265,13201.311812444925,13390.161302494556,12584.777140631704
2021-04-30,12366.842202702861,13713.820438356946,13773.76839231796,13250.643962274413
2021-05-31,12590.225938634887,14176.72892532423,14144.630826557606,13337.650513146626
2021-06-30,12693.890285662084,14109.405949035507,14389.551324651726,13636.780000351584
2021-07-31,13033.848115707076,13878.459821039676,14328.360091065855,13969.68480565253
2021-08-31,13276.429950378133,13929.016152522636,14597.381005631776,14385.423916649128
2021-09-30,12730.31542649449,13405.114421562874,14220.82044339018,13714.983332343405
2021-10-31,13400.941271231783,14286.811931860308,14928.589209500362,14677.27511926161
2021-11-30,13376.80566118221,14019.10054913141,14730.922767003138,14559.343400326763
2021-12-31,13811.437751368818,14299.758701072935,15047.439936752155,15232.681983899975
2022-01-31,13219.893964241364,14073.169550904417,14574.78411351405,14429.29334274645
2022-02-28,13111.108820922944,14203.054209372423,14568.109596677445,14003.3831488936
2022-03-31,13292.009784263122,14619.027419783188,15003.597401336592,14529.774654031828
2022-04-30,12305.165901164512,13452.38760219913,13814.989743710055,13254.509348232055
2022-05-31,12177.830085679863,13519.085306078345,13929.175055878424,13284.42968237782
2022-06-30,11510.731205081123,12307.40460966427,12647.910326828218,12188.99012006933
2022-07-31,12103.375357149413,12779.716720673605,13561.303981214089,13311.441615248674
2022-08-31,11629.225444509075,12301.51647563449,13075.789714834187,12768.30911936709
2022-09-30,10739.023214870125,11352.191872388248,12030.27123427068,11587.930925261679
2022-10-31,11091.32978046069,11912.958782363914,12839.878910422878,12529.747400772389
2022-11-30,11808.876145853219,13176.135650964889,13805.962858489622,13226.294943303335
2022-12-31,11421.153759234045,12875.981109764847,13301.800039369451,12464.085769128069
2023-01-31,12158.256718663784,13994.239954052298,14237.658109679991,13247.92175693234
2023-02-28,11726.189147517336,13132.043052900912,13661.896558939765,12914.83283610004
2023-03-31,12283.652435493488,14057.658072357815,14636.585589664872,13393.686127123554
2023-04-30,12430.862657519554,14128.525445009991,14811.109486457086,13607.650218769815
2023-05-31,12357.795763217053,14059.443083664368,15155.79111967168,13670.465861183751
2023-06-30,12795.475275021248,14529.34635129797,15755.183366244644,14556.308094561316
2023-07-31,13051.515847221704,15258.916794459243,16448.634608247776,15032.782446487647
2023-08-31,12812.572715698578,14787.625466134443,16122.150004933252,14788.469457989875
2023-09-30,12131.972444771442,14090.907334693815,15469.23640360983,14086.987203138406
2023-10-31,12020.49174669943,13987.67309221201,15215.334648687316,13781.178586968423
2023-11-30,12970.3263640529,15134.416924717078,16486.49329550073,15040.004560240048
2023-12-31,13568.032511465573,15544.96412261281,17114.301449135146,15726.660833914366
2024-01-31,13598.153277181027,15234.85403741361,17038.83092444738,15977.130770604628
2024-02-29,13982.226802113551,15673.209624318404,17678.141004534562,16810.92655985122
2024-03-31,14520.03640431947,16713.03827869848,18413.4846616135,17360.675772653303
2024-04-30,14076.29944682179,16656.880218184153,18017.281238532036,16660.70076867714
2024-05-31,14631.776688926897,17545.979205536958,18811.1951990886,17503.393394870913
2024-06-30,14993.019116306536,17867.519993201367,19362.309315189166,18120.91480662304
2024-07-31,15363.367529466626,18189.945562542795,19487.24127362311,18340.34099236607
2024-08-31,15708.505673936768,18397.859737575658,19584.61073234321,18768.8745724905
2024-09-30,16133.832401288513,19044.021011397595,19990.162765857818,19163.110653746404
2024-10-31,16042.877706104482,19228.6979319745,19834.9750965844,18992.1099733511
2024-11-30,16568.649740697878,19403.76778204775,20162.317823241778,20124.67013934217
2024-12-31,16098.829508547367,18833.518197311118,19603.367955208527,19640.47125670501
2025-01-31,16592.57632831658,19799.134297963326,20235.63795568526,20167.94040981205
2025-02-28,16713.62973136374,19997.971600631427,20056.75580414943,19911.91372075749
2025-03-31,16457.49559369918,20237.676220059755,20040.840839816596,18802.435609233617
2025-04-30,16539.196490702063,20045.43169108782,20115.406660064393,18639.415348931703
2025-05-31,17006.030664057675,21012.249463009,21104.51130161295,19810.808289026852
2025-06-30,17608.98279573321,22220.08246293988,22435.858625330045,20828.811147290453
2025-07-31,17782.30176742769,22538.28758032244,22615.136805321075,21308.528845130655
2025-08-31,18198.68415192903,23791.204046398845,23193.959935758874,21745.770985867945
2025-09-30,19194.54803232377,26141.11082967709,24781.396392378723,22520.36270967717
2025-10-31,19673.626642561216,26593.049098353356,26246.042990970014,23057.193669463115
2025-11-30,19967.865674838893,27657.32777620082,26626.66617830455,23102.15322593816
2025-12-31,19997.351955628965,29075.011679345316,27943.631386252866,23120.577261482234
2026-01-31,20663.66935096314,31370.698726143575,30069.503966328553,23461.324140177876
2026-02-28,21135.272340720763,33339.3621508827,31865.199398791665,23258.570291929223
2026-03-31,19822.79620256174,30523.057101457867,29211.27762957529,22110.072170167692
2026-04-30,20927.62317208847,32706.15360078349,31978.53161935595,24432.79465844437
2026-05-31,21550.07536343785,34598.67306639531,34450.90314101062,25718.588876155685
2026-06-30,20967.398226099514,33005.10723843658,33230.200289974055,25453.878591306075
2026-07-31,20823.124415744278,32355.515918199606,31428.229222681624,25462.741101628766
2026-08-31,21577.70268359029,34856.31556431411,33627.563758620345,26145.127351256764
