year,Sample Portfolio_return_pct,Portfolio 2_return_pct,Portfolio 3_return_pct,benchmark_return_pct
2020,19.592341210050023,27.40512895666958,29.791565906073703,18.331613708139827
2021,15.487644205498373,12.23848535906491,15.93542177957492,28.72876069678869
2022,-17.30655443093082,-9.956654661601094,-11.600909554848094,-18.17536936501496
2023,18.797389453721024,20.72838558938137,28.661545042639403,26.175807237040026
2024,18.65264543656686,21.15510881054106,14.543780904356751,24.886468043810982
2025,24.216185686119296,54.379077635618756,42.545053738219394,17.71905551191473
2026,7.902799988057829,19.88409823778603,20.340707668952952,13.081637433046645
