kind,label,expected_return,volatility,sharpe,weight_QQQ,weight_SPMO,weight_AIA,weight_GLD,weight_XLE,weight_144600,weight_SCHD
provided,Provided Portfolio,0.19210169886220405,0.13398112476696575,1.1472278020007707,0.2,0.2,0.15,0.15,0.15,0.05,0.1
optimized,Optimized Portfolio,0.1928734370763714,0.11499993545574869,1.343293010365271,0.1580514519441531,0.2704837842063326,0.0,0.4761633892242825,0.04272256730540846,0.0,0.05257806838969497
benchmark,Benchmark,0.17690016816415738,0.15064747124190944,0.9194003685301751,,,,,,,
