point,sharpe,expected_return_pct,volatility_pct,weight_QQQ_pct,weight_SPMO_pct,weight_AIA_pct,weight_GLD_pct,weight_XLE_pct,weight_144600_pct,weight_SCHD_pct,weight_138920_pct
1,1.0481374472282494,13.006198073345699,8.74571874038654,10.003321527296174,6.596673204178514,5.396656985878059,30.07922511132442,0.0,0.0,20.93340413332921,26.99071903799362
2,1.0575948059514382,13.089772293907343,8.746534573763217,10.282568340403234,6.791396456595769,5.412465619135542,30.228229287867592,0.0,0.0,20.769885958252573,26.515330135251304
3,1.0668492566106051,13.17336188463254,8.749014041276753,10.564450510320006,6.985076930037029,5.427453261453528,30.37760516020428,0.0,0.0,20.60448096518723,26.040807740685402
4,1.0758954418138549,13.256951672071832,8.75314509890869,10.846552043164124,7.178555710888654,5.442396315963915,30.526988331299453,0.0,0.0,20.43907757388509,25.56630460104309
5,1.0847288193048574,13.34054145893669,8.758925301168546,11.128679022491045,7.372008179575337,5.457334807092344,30.676371766379106,0.0,0.0,20.273678382172854,25.091802422275745
6,1.093345231621552,13.424131245310836,8.766351386080546,11.410809136149918,7.5654573545624775,5.472272747153436,30.825755223434637,0.0,0.0,20.10827978036035,24.617300338835275
7,1.1017409060085368,13.507721031617015,8.77541917547846,11.692939639172174,7.758906119476275,5.487210618946168,30.97513868303138,0.0,0.0,19.942881253095486,24.142798266838398
8,1.1099124617815734,13.591310817915664,8.78612358639694,11.975070190620603,7.952354833398445,5.502148482247208,31.124522142950294,0.0,0.0,19.777482735088487,23.668296196268948
9,1.1178569158530964,13.674900604211143,8.79845864538443,12.257200748108005,8.145803540943387,5.517086344491844,31.273905602907426,0.0,0.0,19.612084218247066,23.193794125869722
10,1.1255716863440133,13.75849039050894,8.812417505015901,12.539331306325375,8.339252247728423,5.532024206605877,31.423289062871895,0.0,0.0,19.44668570154875,22.719292055496037
11,1.1330545942974448,13.842080176804497,8.827992462610295,12.821461864647837,8.532700954393995,5.546962068702888,31.57267252283349,0.0,0.0,19.281287184870838,22.24478998512112
