kind,label,sharpe,expected_return_pct,volatility_pct,weight_QQQ_pct,weight_SPMO_pct,weight_AIA_pct,weight_GLD_pct,weight_XLE_pct,weight_144600_pct,weight_SCHD_pct,weight_138920_pct
provided,Provided Portfolio,1.1046741789378725,17.07755115154329,11.983685909677734,20.0,20.0,15.0,15.0,15.0,5.0,5.0,5.0
optimized,Optimized Portfolio,1.2475574386887927,18.186393369146035,11.500000052586143,31.06283464337882,19.81717931761466,4.508414936205738,39.48449304671397,2.7333081711022382,0.0,2.3937657705376685,0.0
benchmark,Benchmark,0.8969738825635294,16.577790977284234,14.201426001677744,,,,,,,,
