year,optimized_return_pct,provided_return_pct,benchmark_return_pct
2015,-0.9751472920787041,-1.9756962558605595,1.7096626624470312
2016,13.490216773290232,16.803390182039557,14.842071497407616
2017,8.320310148012133,7.7285355386513155,7.992846019908262
2018,2.081825146240379,-3.356594846456018,-0.3921043234882182
2019,31.65853773865117,27.181567042861232,35.93183071327179
2020,23.82975155836633,16.77022517093414,11.175514140454833
2021,22.23987185998586,25.241032687690378,40.98885477944248
2022,-5.913655444251376,3.137760488742858,-13.33625906278002
2023,27.63475081663298,18.371547695176904,27.93587120608041
2024,46.84203612809759,36.87488233662324,43.41164908172735
2025,36.14921927053163,30.99696605483324,15.354082673803182
2026,10.845895265401563,19.892445046612185,8.88832490115481
