portfolio,rank,date,month_since_bottom,recovery_progress_pct,recovered,drawdown_pct,maximum_drawdown_pct
optimized,1,2026-07-31,0,0.0,False,-11.635146648359218,-11.635146648359218
optimized,1,2026-08-31,1,23.39629868022364,False,-8.912952986627065,-11.635146648359218
optimized,2,2020-10-31,0,0.0,True,-10.729666909478897,-10.729666909478897
optimized,2,2020-11-30,1,17.309981652316136,True,-8.872363536093463,-10.729666909478897
optimized,2,2020-12-31,2,51.44115812171706,True,-5.210201988640306,-10.729666909478897
optimized,2,2021-01-31,3,63.170105584191624,True,-3.9517249939290067,-10.729666909478897
optimized,2,2021-02-28,4,50.771460655145496,True,-5.282058296104653,-10.729666909478897
optimized,2,2021-03-31,5,62.32033930016409,True,-4.042902085714218,-10.729666909478897
optimized,2,2021-04-30,6,84.4417194283545,True,-1.6693516821797316,-10.729666909478897
optimized,2,2021-05-31,7,100.0,True,0.0,-10.729666909478897
optimized,3,2022-06-30,0,0.0,True,-8.088730102970022,-8.088730102970022
optimized,3,2022-07-31,1,59.44733180529098,True,-3.280195879822978,-8.088730102970022
optimized,3,2022-08-31,2,60.588754650756826,True,-3.187869266519605,-8.088730102970022
optimized,3,2022-09-30,3,50.463758225096235,True,-4.006852900326652,-8.088730102970022
optimized,3,2022-10-31,4,88.33595729256899,True,-0.943472933699252,-8.088730102970022
optimized,3,2022-11-30,5,86.68235375932888,True,-1.0772284604762206,-8.088730102970022
optimized,3,2022-12-31,6,8.975061476819427,True,-7.362761603534462,-8.088730102970022
optimized,3,2023-01-31,7,41.10916538094712,True,-4.763520667721622,-8.088730102970022
optimized,3,2023-02-28,8,75.5320024775321,True,-1.97915028119382,-8.088730102970022
optimized,3,2023-03-31,9,100.0,True,0.0,-8.088730102970022
optimized,4,2020-03-31,0,0.0,True,-7.6597526005640955,-7.6597526005640955
optimized,4,2020-04-30,1,100.0,True,0.0,-7.6597526005640955
optimized,5,2018-12-31,0,0.0,True,-7.304471362492071,-7.304471362492071
optimized,5,2019-01-31,1,78.96816367871328,True,-1.5362644610945941,-7.304471362492071
optimized,5,2019-02-28,2,100.0,True,0.0,-7.304471362492071
optimized,6,2018-03-31,0,0.0,True,-4.688521200399832,-4.688521200399832
optimized,6,2018-04-30,1,18.913195392159178,True,-3.801772024765404,-4.688521200399832
optimized,6,2018-05-31,2,83.42195626541246,True,-0.7772650951076931,-4.688521200399832
optimized,6,2018-06-30,3,100.0,True,0.0,-4.688521200399832
optimized,7,2016-03-31,0,0.0,True,-4.59350472600234,-4.59350472600234
optimized,7,2016-04-30,1,14.91189051113177,True,-3.9085263306372076,-4.59350472600234
optimized,7,2016-05-31,2,90.84175766694375,True,-0.4206842943876854,-4.59350472600234
optimized,7,2016-06-30,3,89.0964911254639,True,-0.5008531954519002,-4.59350472600234
optimized,7,2016-07-31,4,100.0,True,0.0,-4.59350472600234
optimized,8,2022-01-31,0,0.0,True,-4.203609108147067,-4.203609108147067
optimized,8,2022-02-28,1,39.79825863646664,True,-2.530645883220628,-4.203609108147067
optimized,8,2022-03-31,2,100.0,True,0.0,-4.203609108147067
optimized,9,2026-03-31,0,0.0,True,-2.672797641070024,-2.672797641070024
optimized,9,2026-04-30,1,100.0,True,0.0,-2.672797641070024
optimized,10,2017-11-30,0,0.0,True,-2.3794529295844025,-2.3794529295844025
optimized,10,2017-12-31,1,30.3036168390876,True,-1.6583926309367003,-2.3794529295844025
optimized,10,2018-01-31,2,100.0,True,0.0,-2.3794529295844025
optimized,11,2021-09-30,0,0.0,True,-2.0020651232199427,-2.0020651232199427
optimized,11,2021-10-31,1,100.0,True,0.0,-2.0020651232199427
