date,optimized_drawdown_pct,provided_drawdown_pct,benchmark_drawdown_pct
2015-11-30,0.0,0.0,0.0
2015-12-31,0.0,-1.5020709340403338,0.0
2016-01-31,0.0,-2.1572085633173255,-2.538119235160441
2016-02-29,0.0,0.0,0.0
2016-03-31,-4.59350472600234,-1.4866769584109818,-1.9008853428011951
2016-04-30,-3.9085263306372076,0.0,-2.1013390111862096
2016-05-31,-0.4206842943876854,0.0,0.0
2016-06-30,-0.5008531954519002,0.0,-2.735315177083064
2016-07-31,0.0,0.0,-1.6310481117228992
2016-08-31,-1.6022042281068183,-0.8853507507817993,-2.2944667649452466
2016-09-30,-1.4383374872769195,-0.10754059600149857,-3.41278630744144
2016-10-31,0.0,0.0,-1.2033674962921292
2016-11-30,-1.2498743159462533,0.0,0.0
2016-12-31,0.0,0.0,0.0
2017-01-31,-0.006747030936526954,-0.5703097666716284,-1.2575865209477288
2017-02-28,0.0,-0.7787728304612274,-0.47349779644560996
2017-03-31,-1.293123220344039,-2.236892540051405,-1.8360171959028948
2017-04-30,0.0,-0.28060842547871223,0.0
2017-05-31,0.0,-0.11809409113037184,0.0
2017-06-30,0.0,0.0,0.0
2017-07-31,0.0,0.0,-0.385235895147118
2017-08-31,0.0,0.0,0.0
2017-09-30,0.0,0.0,0.0
2017-10-31,0.0,0.0,0.0
2017-11-30,-2.3794529295844025,-1.9550843759642111,-0.8686270960004294
2017-12-31,-1.6583926309367003,-0.8622058702480451,-0.7034570387266847
2018-01-31,0.0,0.0,0.0
2018-02-28,-1.424759728240188,-3.010523119091846,-3.020632078411234
2018-03-31,-4.688521200399832,-5.658860152855539,-7.198488411502013
2018-04-30,-3.801772024765404,-3.5813842225723147,-6.064488791863387
2018-05-31,-0.7772650951076931,-0.8596049547254903,-2.8363190933215487
2018-06-30,0.0,0.0,0.0
2018-07-31,0.0,0.0,0.0
2018-08-31,0.0,0.0,0.0
2018-09-30,-0.2882246725212978,0.0,0.0
2018-10-31,-2.8737524571638917,-5.3171067459874655,-4.785541871909594
2018-11-30,-4.0379037204903545,-5.7983704225232024,-4.782203023170151
2018-12-31,-7.304471362492071,-10.850523825083657,-13.221939349641643
2019-01-31,-1.5362644610945941,-4.157884205074803,-6.886932698061687
2019-02-28,0.0,-2.1225272717158905,-3.339819924965781
2019-03-31,0.0,0.0,0.0
2019-04-30,0.0,0.0,0.0
2019-05-31,-1.1860080195852163,-3.601652948163514,-4.355383137102809
2019-06-30,0.0,0.0,-0.5293720417838155
2019-07-31,0.0,0.0,0.0
2019-08-31,0.0,0.0,0.0
2019-09-30,-1.3872810832593174,0.0,0.0
2019-10-31,-1.827029013525261,-0.6795261289276655,-0.7159402531853432
2019-11-30,-0.17947936355845462,0.0,0.0
2019-12-31,0.0,0.0,0.0
2020-01-31,0.0,0.0,0.0
2020-02-29,-2.48869929292459,-4.318694997480199,-6.040194185396686
2020-03-31,-7.6597526005640955,-14.86143183147821,-17.409886586047783
2020-04-30,0.0,-3.468352845100353,-7.205375597426555
2020-05-31,0.0,0.0,-0.778856695670993
2020-06-30,0.0,0.0,-2.248532855590901
2020-07-31,0.0,0.0,0.0
2020-08-31,0.0,0.0,0.0
2020-09-30,-6.072886224159957,-6.979425392610072,-5.630482527153713
2020-10-31,-10.729666909478897,-10.640301952136399,-10.692271557071331
2020-11-30,-8.872363536093463,-3.937524203613385,-3.1860323030694415
2020-12-31,-5.210201988640306,0.0,-1.2275393672356638
2021-01-31,-3.9517249939290067,0.0,0.0
2021-02-28,-5.282058296104653,0.0,0.0
2021-03-31,-4.042902085714218,0.0,0.0
2021-04-30,-1.6693516821797316,0.0,0.0
2021-05-31,0.0,0.0,0.0
2021-06-30,0.0,0.0,0.0
2021-07-31,0.0,0.0,0.0
2021-08-31,0.0,0.0,0.0
2021-09-30,-2.0020651232199427,-1.0918745053463352,-2.5774976120872983
2021-10-31,0.0,0.0,0.0
2021-11-30,0.0,-0.32662922866741884,0.0
2021-12-31,0.0,0.0,0.0
2022-01-31,-4.203609108147067,-0.40545457719619593,-3.8555048661155555
2022-02-28,-2.530645883220628,0.0,-7.475269066308443
2022-03-31,0.0,0.0,-2.6416571900301666
2022-04-30,-2.7338328462993,-2.2350735981986003,-6.960658918962448
2022-05-31,-5.882054573684481,-2.251305521935698,-8.989746693340795
2022-06-30,-8.088730102970022,-6.849452595121797,-13.403058170899119
2022-07-31,-3.280195879822978,-2.149111760963607,-4.882167605911592
2022-08-31,-3.187869266519605,-1.5150475586641177,-5.444472700877734
2022-09-30,-4.006852900326652,-4.201238370925808,-8.565437985400825
2022-10-31,-0.943472933699252,0.0,-1.723015191039634
2022-11-30,-1.0772284604762206,0.0,-3.2853990412433642
2022-12-31,-7.362761603534462,-5.264553124009486,-13.33625906278002
2023-01-31,-4.763520667721622,-3.18329828290439,-9.988310878754747
2023-02-28,-1.97915028119382,-2.389905424643235,-6.063095509376415
2023-03-31,0.0,0.0,-4.194726854681896
2023-04-30,0.0,0.0,0.0
2023-05-31,-0.9322011034389122,-3.599891390204346,-0.8622288120753274
2023-06-30,0.0,0.0,0.0
