year,ticker,asset_annual_return_pct,baseline_weight_pct,excluded_year_weight_pct,delta_weight_pct,status
2019,138920,-4.1671503192106805,0.0,0.7942085778307,0.7942085778307,optimal
2019,144600,13.45214141994828,0.0,0.0,0.0,optimal
2019,AIA,26.209789747890987,4.508414936205738,6.8101103580893305,2.30169542188359,optimal
2019,GLD,22.140551628345108,39.48449304671397,40.604869195577756,1.12037614886379,optimal
2019,QQQ,45.0018816376281,31.06283464337882,21.07200555023466,-9.99082909314416,optimal
2019,SCHD,32.77031150063947,2.3937657705376685,0.0,-2.39376577053766,optimal
2019,SPMO,31.632570318127563,19.81717931761466,25.99777822745551,6.1805989098408505,optimal
2019,XLE,15.791165821072308,2.7333081711022382,4.72100429937367,1.9876961282714298,optimal
2020,138920,29.00920542635661,0.0,0.0,0.0,optimal
2020,144600,38.63693944768176,0.0,0.0,0.0,optimal
2020,AIA,26.228333547037018,4.508414936205738,0.0,-4.50841493620573,optimal
2020,GLD,17.282481416888153,39.48449304671397,21.67777114886379,-17.80672189785018,optimal
2020,QQQ,39.62367272083218,31.06283464337882,22.84899260268547,-8.21384204069334,optimal
2020,SCHD,7.9003765022637396,2.3937657705376685,0.0,-2.39376577053766,optimal
2020,SPMO,20.115125737990482,19.81717931761466,34.06014147080003,14.24296215318537,optimal
2020,XLE,-35.72019552560556,2.7333081711022382,21.41309132632978,18.67978315522754,optimal
2021,138920,9.92395080274153,0.0,0.46572727317186,0.46572727317186,optimal
2021,144600,-15.57017543859649,0.0,0.0,0.0,optimal
2021,AIA,-2.5920444560887,4.508414936205738,15.404985544902319,10.89657060869659,optimal
2021,GLD,3.51702594605185,39.48449304671397,43.70465442913097,4.22016138241699,optimal
2021,QQQ,39.24700299266168,31.06283464337882,17.11332574719127,-13.94950889618754,optimal
2021,SCHD,41.30497159300634,2.3937657705376685,0.0,-2.39376577053766,optimal
2021,SPMO,33.41728138140256,19.81717931761466,23.31128388347378,3.49410456585912,optimal
2021,XLE,64.24729776662193,2.7333081711022382,0.0,-2.73330817110223,optimal
2022,138920,23.82131875640583,0.0,1.23769894774911,1.23769894774911,optimal
2022,144600,1.94805194805194,0.0,0.0,0.0,optimal
2022,AIA,-17.35723094915449,4.508414936205738,1.29105036143884,-3.21736457476689,optimal
2022,GLD,7.05604896839604,39.48449304671397,34.90912745670044,-4.57536559001352,optimal
2022,QQQ,-27.82343045667603,31.06283464337882,56.93405614272336,25.871221499344532,optimal
2022,SCHD,4.62594765750234,2.3937657705376685,5.6280640275584,3.23429825702073,optimal
2022,SPMO,-3.9675978674315098,19.81717931761466,0.0,-19.81717931761465,optimal
2022,XLE,76.24169509632654,2.7333081711022382,0.0,-2.73330817110223,optimal
2023,138920,-1.9245361109194998,0.0,0.0,0.0,optimal
2023,144600,-2.76008492568998,0.0,0.0,0.0,optimal
2023,AIA,4.54288180406201,4.508414936205738,11.28774511100604,6.779330174800299,optimal
2023,GLD,15.21537976406,39.48449304671397,33.53409599819416,-5.95039704851981,optimal
2023,QQQ,57.928465884331445,31.06283464337882,0.0,-31.06283464337882,optimal
2023,SCHD,6.16299124395502,2.3937657705376685,11.87341219272975,9.47964642219208,optimal
2023,SPMO,19.91721929871628,19.81717931761466,42.92178921401688,23.10460989640222,optimal
2023,XLE,1.83277210497707,2.7333081711022382,0.38295003735101,-2.35035813375121,optimal
2024,138920,-25.826417217611457,0.0,5.1624429594290495,5.1624429594290495,optimal
2024,144600,16.441048034934468,0.0,0.0,0.0,optimal
2024,AIA,37.49055301921749,4.508414936205738,1.04583262042092,-3.46258231578481,optimal
2024,GLD,42.95638336817013,39.48449304671397,35.46649506690674,-4.01799797980723,optimal
2024,QQQ,43.44661585854492,31.06283464337882,49.36995075732576,18.30711611394694,optimal
2024,SCHD,26.28033401020946,2.3937657705376685,4.332385189534739,1.93861941899707,optimal
2024,SPMO,66.35801811958537,19.81717931761466,0.0,-19.81717931761465,optimal
2024,XLE,18.250511540735708,2.7333081711022382,4.62288243855238,1.88957426745014,optimal
2025,138920,4.49459510714964,0.0,0.73868612472801,0.73868612472801,optimal
2025,144600,136.35852240765044,0.0,0.0,0.0,optimal
2025,AIA,43.82786492763644,4.508414936205738,0.4143743862407,-4.09404054996503,optimal
2025,GLD,61.48184716811122,39.48449304671397,28.89690743909411,-10.58758560761985,optimal
2025,QQQ,17.62191362183383,31.06283464337882,35.21761229553741,4.15477765215858,optimal
2025,SCHD,2.7208381720642096,2.3937657705376685,28.147426037765012,25.75366026722734,optimal
2025,SPMO,23.7342605554913,19.81717931761466,6.5849886614429405,-13.23219065617171,optimal
2025,XLE,7.061276840708559,2.7333081711022382,0.0,-2.73330817110223,optimal
2026,138920,13.97459165154262,0.0,0.0,0.0,optimal
2026,144600,-10.78936929789763,0.0,0.0,0.0,optimal
2026,AIA,36.61486843268471,4.508414936205738,0.0,-4.50841493620573,optimal
2026,GLD,-1.36980487897987,39.48449304671397,36.902491541675396,-2.58200150503856,optimal
2026,QQQ,11.54815249283076,31.06283464337882,44.48077857741313,13.41794393403431,optimal
2026,SCHD,23.53907664443901,2.3937657705376685,0.0,-2.39376577053766,optimal
2026,SPMO,17.86102836260636,19.81717931761466,18.61672727081315,-1.2004520468014999,optimal
2026,XLE,35.99043702453963,2.7333081711022382,0.0,-2.73330817110223,optimal
