portfolio,start_balance,end_balance,annualized_return,best_year,worst_year,sharpe_ex_post,sortino,cagr_pct,annualized_volatility_pct,max_drawdown_pct,expected_return_pct
optimized,1.0,6.590654808155347,0.18186393369146037,0.46842036128097586,-0.059136554442513756,1.2475574386887929,2.1974989604890394,19.012726873519203,11.50000005258614,-11.635146648359218,18.186393369146035
provided,1.0,5.818847291741754,0.1707755115154329,0.3687488233662324,-0.03356594846456018,1.1046741789378725,1.8459934476733413,17.65227645303098,11.983685909677734,-14.86143183147821,17.07755115154329
benchmark,1.0,5.346819928797298,0.16577790977284235,0.43411649081727344,-0.1333625906278002,0.8969738825635294,1.4505838436974268,16.737078616056355,14.201426001677744,-17.409886586047783,16.577790977284234
