portfolio,market_type,portfolio_return_pct,benchmark_return_pct,active_return_pct,occurrences,above_benchmark_count,below_benchmark_count,total_count,pct_above_benchmark,above_active_return_pct,below_active_return_pct,overall_active_return_pct
optimized,up,3.129848264433467,3.702763622184422,-0.5729153577509546,85,33,52,85,38.82352941176471,1.576812785209316,-1.9371659100142034,-0.5729153577509546
optimized,down,-1.533729799505836,-3.0031593844095545,1.4694295849037189,45,34,11,45,75.55555555555556,2.341442329005796,-1.225882533229972,1.4694295849037189
provided,up,3.070520257656599,3.702763622184422,-0.6322433645278229,85,28,57,85,32.94117647058823,1.3218350705797282,-1.5921415431771464,-0.6322433645278229
provided,down,-1.688609283535375,-3.0031593844095545,1.31455010087418,45,34,11,45,75.55555555555556,2.021312967190905,-0.8699896677411525,1.31455010087418
