metric,Portfolio 1,benchmark
alpha,0.03785689381109958,-4.163336342344337e-17
beta,0.6651509077971081,1.0000000000000004
calmar_ratio,3.6847780732925415,2.7599377267514766
excess_kurtosis,1.50381467826751,1.2471385222101992
historical_var_95,0.04229874913942009,0.06942111387050343
modigliani_modigliani,0.1515756450980111,0.11588016183081812
r_squared,0.7457424271310145,1.0
skewness,-0.44792609226356095,-0.5609098566537722
treynor_ratio,0.1549998671859689,0.0981567901833085
