portfolio,market_type,portfolio_return,benchmark_return,active_return,occurrences,above_benchmark_count,below_benchmark_count,total_count,pct_above_benchmark,above_active_return,below_active_return,above_active_return_pct,below_active_return_pct,overall_active_return_pct
Portfolio 1,up,0.02523964197181631,0.03282786884646426,-0.007588226874647948,174,58,116,174,33.33333333333333,0.011807493113855021,-0.01728608686889943,1.180749311385502,-1.728608686889943,-0.7588226874647948
Portfolio 1,down,-0.020566798884800022,-0.037112275110052176,0.016545476225252154,86,70,16,86,81.3953488372093,0.02243222002643954,-0.009209027904942685,2.243222002643954,-0.9209027904942685,1.6545476225252154
