portfolio,start_balance,end_balance,cagr,annualized_return,annualized_volatility,best_year,worst_year,max_drawdown,sharpe_ex_post,sortino
Portfolio 1,10000.0,118821.87858817603,0.1205223535565183,0.12082167401468796,0.1140058982349964,0.3092298041973438,-0.2190427258520088,-0.2801588992103481,0.904324284649426,1.4876880923950933
benchmark,10000.0,96881.05128494708,0.11005453292465295,0.11588016183081812,0.1480135784503357,0.32307825568155835,-0.367950176197518,-0.5078481741916092,0.663160712760174,0.9941923956032658
