date,Portfolio 1_balance,benchmark_balance
2010-03-31,15509.690216682962,11073.903970379137
2010-04-30,15985.396406541366,11245.21900549148
2010-05-31,15443.0740584807,10351.735303946567
2010-06-30,15082.706283017093,9816.12612150771
2010-07-31,15503.716859642349,10486.576405139258
2010-08-31,15373.337195487025,10014.88405546282
2010-09-30,16614.097557380806,10911.76354953984
2010-10-31,17303.81365476358,11328.616355231514
2010-11-30,17388.92091900515,11328.616355231514
2010-12-31,18053.293070390562,12085.958070249359
2011-01-31,17986.725161680533,12367.563127629002
2011-02-28,18664.64296788855,12797.181954735366
2011-03-31,18726.815023953346,12798.717963048697
2011-04-30,19587.926310325696,13169.389339369964
2011-05-31,19394.206295096334,13021.696454692388
2011-06-30,19026.89036607691,12802.025102654316
2011-07-31,19548.558422180075,12545.927997634903
2011-08-31,19739.67562094198,11856.207265916773
2011-09-30,18451.686289834823,11033.136151237275
2011-10-31,19932.93374594858,12237.373414220787
2011-11-30,19858.919824460216,12187.645867790745
2011-12-31,19288.81245351567,12314.985196888523
2012-01-31,20720.35264110272,12886.088312961801
2012-02-29,21181.524638376348,13445.415044093279
2012-03-31,21589.367978569135,13877.87172846612
2012-04-30,21514.966331701624,13785.224602189277
2012-05-31,20325.584007670634,12957.345029866412
2012-06-30,20929.006604030106,13483.164809259384
2012-07-31,21147.83179101154,13642.662023822977
2012-08-31,21946.647338491282,13984.44892762723
2012-09-30,22471.917347313625,14338.971017045655
2012-10-31,21785.976762858958,14078.028836869758
2012-11-30,21899.271003873266,14157.700836459644
2012-12-31,21747.24785639757,14284.189290186861
2013-01-31,22194.381508234026,15015.401518740275
2013-02-28,21988.673851922616,15206.985310980986
2013-03-31,22507.512141944422,15784.409766160574
2013-04-30,22332.267833362337,16087.664446360559
2013-05-31,22245.48356975412,16467.48923734201
2013-06-30,21201.903625765663,16247.737904946345
2013-07-31,22397.337410883687,17087.38133516705
2013-08-31,22487.061929337015,16574.89033054823
2013-09-30,22745.326861104902,17099.416933556957
2013-10-31,23393.811650357922,17891.23981888594
2013-11-30,23443.753961489558,18421.49031736593
2013-12-31,23516.07721754386,18899.100249885636
2014-01-31,23445.093505768677,18232.939033382467
2014-02-28,24577.032859781666,19062.830641689172
2014-03-31,24191.185366672104,19220.96626293612
2014-04-30,24272.61448542056,19354.5758593456
2014-05-31,24590.368326339703,19803.726275224188
2014-06-30,25433.948914914756,20212.568518112395
2014-07-31,25138.892527052853,19940.9648599072
2014-08-31,25890.30166353044,20727.904125329052
2014-09-30,25217.48236827637,20441.93483855726
2014-10-31,25403.161860014123,20923.358774153607
2014-11-30,25954.53041644438,21498.168931620476
2014-12-31,25865.76878556981,21443.6319639283
2015-01-31,26259.87023222654,20808.277639380725
2015-02-28,26741.36334736948,21977.798609074143
2015-03-31,26276.353418403745,21632.62073083161
2015-04-30,26475.59792227044,21845.354991371772
2015-05-31,26789.37076453143,22126.197826307347
2015-06-30,26260.93515329952,21676.76410651149
2015-07-31,26316.23361804335,22166.430837033964
2015-08-31,25591.01492960384,20815.37950968766
2015-09-30,25127.797698702525,20284.259827080554
2015-10-31,26782.2323025245,22009.640427584643
2015-11-30,26306.554309759566,22090.087176662557
2015-12-31,25996.76474982111,21708.311057679537
2016-01-31,25578.202768810737,20627.527812928467
2016-02-29,26328.492087747323,20610.491033141952
2016-03-31,27332.738048513656,21996.876333407487
2016-04-30,27518.387370093224,22083.567332090417
2016-05-31,27510.11860736504,22459.253380471015
2016-06-30,28175.99552109088,22537.308427771204
2016-07-31,29263.430884399026,23359.277162582166
2016-08-31,29050.657338247518,23387.251015365113
2016-09-30,29311.041414359606,23388.609717825464
2016-10-31,28727.682575827832,22983.11508653106
2016-11-30,28241.1099579214,23829.781370319866
2016-12-31,28343.193685118167,24312.84923953136
2017-01-31,29399.42300567448,24747.917330760618
2017-02-28,30434.003247904933,25720.30695497628
2017-03-31,30593.870978016712,25752.4532770169
2017-04-30,31127.672819729363,26008.08206331594
2017-05-31,31637.543577097935,26375.128305838738
2017-06-30,31257.33857532365,26543.266289878895
2017-07-31,32059.54585808486,27088.842181216616
2017-08-31,32737.60044521262,27167.88204689587
2017-09-30,32528.338876361853,27715.292668364447
2017-10-31,33128.61613007868,28368.383359922806
2017-11-30,33654.52357192394,29235.4860705053
2017-12-31,34056.68533000603,29590.055377243272
2018-01-31,35784.49942356675,31257.719068126706
2018-02-28,34999.12280061054,30121.171205375314
2018-03-31,34389.869271518175,29295.53879201524
2018-04-30,34353.050854514455,29446.946427036535
2018-05-31,35098.85112305314,30162.77640922501
2018-06-30,34906.26676789734,30336.239350567223
2018-07-31,35333.85317168062,31460.084790742494
2018-08-31,36094.15899235108,32464.285397668136
2018-09-30,36012.998123982674,32657.29823653913
2018-10-31,34555.81389334005,30400.55512149885
2018-11-30,34801.70524447289,30964.45711453228
2018-12-31,33591.78161547003,28238.094393781674
2019-01-31,35619.52889292414,30498.988778466766
2019-02-28,36201.73041772591,31487.630796793255
2019-03-31,36747.23036710987,32057.57660672832
2019-04-30,37711.59814531286,33367.20003607791
2019-05-31,36373.36650790885,31239.333222067507
2019-06-30,38878.47468494869,33413.17621465111
2019-07-31,39329.50327174791,33918.355280071955
2019-08-31,39996.80363779885,33350.45234192125
2019-09-30,39885.63297783151,33999.372491459464
2019-10-31,40988.48073822068,34750.92574854871
2019-11-30,41511.279920236266,36008.860667279034
2019-12-31,42773.85590319202,37055.10396097423
2020-01-31,43884.22051655406,37040.14474324765
2020-02-29,42090.722226771184,34107.829710833445
2020-03-31,39722.559064476045,29848.744616743777
2020-04-30,43896.393311775544,33639.04459897465
2020-05-31,45748.303366255204,35241.78543910375
2020-06-30,47232.19466231886,35866.765444014345
2020-07-31,50676.9741577571,37979.04090638754
2020-08-31,53303.69987020562,40629.859770342686
2020-09-30,51131.28344276531,39108.53315253278
2020-10-31,50131.470849201614,38133.412632733685
2020-11-30,52659.2450920806,42281.448372968276
2020-12-31,55114.46988846641,43847.90318483714
2021-01-31,54395.96957400147,43401.080871897706
2021-02-28,53678.33152937181,44607.87461546796
2021-03-31,54373.707853706845,46633.0350869011
2021-04-30,56836.50641045286,49100.40791909615
2021-05-31,58077.031662463436,49422.807776943104
2021-06-30,58372.88399183309,50531.22760790895
2021-07-31,59860.58089887297,51764.82922555505
2021-08-31,61115.24916195676,53305.34342023765
2021-09-30,58530.150569061996,50821.01860670751
2021-10-31,61376.89264393743,54386.79348917494
2021-11-30,61536.602583878754,53949.81550555106
2021-12-31,63179.909704138365,56444.87117766166
2022-01-31,60070.65227342103,53467.898197146416
2022-02-28,59817.03604279083,51889.69109080492
2022-03-31,61314.70889340483,53840.24048840827
2022-04-30,56559.31516792289,49114.73885738714
2022-05-31,55809.97508402656,49225.59741472651
2022-06-30,52627.5122955611,45166.43045158647
2022-07-31,55810.34147371309,49325.69427768489
2022-08-31,53560.01810299733,47313.114812863336
2022-09-30,49664.06357662443,42939.20297935506
2022-10-31,51132.87000466794,46429.11022912158
2022-11-30,54323.45203434156,49010.178512303704
2022-12-31,52312.09525016935,46185.80419960478
2023-01-31,56060.45915294203,49090.320757851485
2023-02-28,54491.00654670914,47856.05231601917
2023-03-31,58145.76858369653,49630.444494210016
2023-04-30,58710.83067163918,50423.2907426687
2023-05-31,59859.91710379268,50656.05478288321
2023-06-30,61681.581749835816,53938.560438361754
2023-07-31,63384.895618888535,55704.14899550454
2023-08-31,62504.55585604128,54798.844582554586
2023-09-30,59573.6811323474,52199.486815189885
2023-10-31,60019.32039415036,51066.29812745748
2023-11-30,64341.203189914464,55730.8990524544
2023-12-31,66791.06968003286,58275.31127777005
2024-01-31,67194.46329599083,59203.42647415363
2024-02-29,69263.55498894177,62293.06190633857
2024-03-31,72059.97784775852,64330.17125047265
2024-04-30,70663.56568576157,61736.41018090209
2024-05-31,73510.33173718647,64858.9975204162
2024-06-30,75774.99270144993,67147.25289634893
2024-07-31,77108.42392018672,67960.338993373
2024-08-31,78492.03633677997,69548.27479477813
2024-09-30,80910.79037670261,71009.11313539578
2024-10-31,81253.82981894173,70375.46056158932
2024-11-30,83333.19558302859,74572.18217636769
2024-12-31,82304.79196879591,72777.97028739353
2025-01-31,85228.29960246329,74732.52063011419
2025-02-28,84916.85377432464,73783.81097345927
2025-03-31,84000.37158500538,69672.62016036932
2025-04-30,85589.56801134093,69068.56224611057
2025-05-31,89439.4627966886,73409.17141505876
2025-06-30,92783.66465030641,77181.38427304795
2025-07-31,93873.52574116031,78958.99879239299
2025-08-31,96279.34627629667,80579.19655009065
2025-09-30,102320.02265090948,83449.45453396122
2025-10-31,105684.26944929345,85438.67202541488
2025-11-30,107057.4719336244,85605.27785561676
2025-12-31,107484.45173644228,85673.54831796492
2026-01-31,112289.45817210828,86936.18955074938
2026-02-28,114423.40118456953,86184.88298006427
2026-03-31,107008.50211473087,81929.11080729283
2026-04-30,114907.14632416605,90535.98403013893
2026-05-31,119830.12489498536,95300.50836671631
2026-06-30,115236.02584111829,94319.62155222024
2026-07-31,113111.94017724501,94352.46167977253
2026-08-31,118821.87858817603,96881.05128494708
