date,Portfolio 1_balance,benchmark_balance
2004-12-01,10000.0,10000.0
2004-12-31,10104.938394120889,10301.20891755933
2005-01-31,9745.049125768162,10070.24588081886
2005-02-28,9869.470374595174,10280.75707286538
2005-03-31,9711.326086943858,10092.691452740088
2005-04-30,9590.571519266341,9903.602469485084
2005-05-31,9843.068422363112,10222.74240504597
2005-06-30,9880.985660339677,10238.232576712724
2005-07-31,10156.15419743088,10629.960950313116
2005-08-31,10142.991514246416,10530.31024284349
2005-09-30,10418.482633134807,10614.82153587726
2005-10-31,10264.837714988967,10363.770902336464
2005-11-30,10773.558795448575,10819.285056547074
2005-12-31,10887.929292720708,10798.582670973912
2006-01-31,11411.46595610124,11057.900189909986
2006-02-28,11318.486736920835,11121.208979230933
2006-03-31,11553.093845465371,11304.751372867657
2006-04-30,12000.002041169384,11447.551965069204
2006-05-31,11582.074949054448,11102.7412255766
2006-06-30,11429.367823517074,11131.698933119847
2006-07-31,11424.279461782398,11181.55367722703
2006-08-31,11635.517828129567,11425.563148443158
2006-09-30,11747.744089025373,11734.071478156498
2006-10-31,12078.106111270316,12103.887161013374
2006-11-30,12539.864222974184,12344.576965579925
2006-12-31,12434.548566997266,12509.63618766206
2007-01-31,12659.935024807626,12697.784679001246
2007-02-28,12644.33628806211,12448.690191555852
2007-03-31,12664.231143740255,12592.953557044502
2007-04-30,13130.317402146346,13150.77897013823
2007-05-31,13278.899926999617,13596.846769583724
2007-06-30,13156.343309818321,13398.049327259196
2007-07-31,13150.000632109413,12978.557169766887
2007-08-31,13385.378201426316,13145.110000936636
2007-09-30,14174.893884802384,13654.01152565134
2007-10-31,14842.893423968948,13839.249888316586
2007-11-30,14355.857903698221,13303.2167136206
2007-12-31,14591.31417491379,13153.4173583201
2008-01-31,14329.733086727598,12358.14279057057
2008-02-29,14253.561185419425,12038.779295455925
2008-03-31,14057.920479727,11931.12862498926
2008-04-30,14386.207685804127,12499.790894727741
2008-05-31,14721.694660809257,12688.743044117942
2008-06-30,14144.290525892673,11628.269992102187
2008-07-31,14082.315267545295,11523.787700138806
2008-08-31,13837.887786694178,11701.868302608678
2008-09-30,12969.076011276708,10599.858463675626
2008-10-31,11085.283277039653,8848.904384735206
2008-11-30,10976.706906265978,8232.964087470378
2008-12-31,11395.192944277622,8313.61512372673
2009-01-31,11181.28327180017,7630.949526805375
2009-02-28,10684.524741213292,6811.012100353576
2009-03-31,11236.330597869419,7378.4404562619275
2009-04-30,11868.245893816244,8111.46332447704
2009-05-31,12530.295325757239,8585.608083913472
2009-06-30,12435.692344646872,8579.98055031883
2009-07-31,13127.97853520929,9220.096115190225
2009-08-31,13343.497488236513,9560.687168105615
2009-09-30,13960.112708600913,9899.677650250336
2009-10-31,13905.711124177356,9709.35523497459
2009-11-30,14988.990359577512,10307.520620477986
2009-12-31,14918.926227227548,10504.398534220229
2010-01-31,14445.74915786245,10122.641687612535
2010-02-28,14927.175500507039,10438.417630060598
