year,TLT Local USD_return_pct,EDV Local USD_return_pct,ZROZ Local USD_return_pct,benchmark_return_pct
2021,0.7018839953389033,0.7834312400718968,0.7897112102955184,3.7841276446944905
2022,-31.234553188368587,-39.151848644871045,-41.283975449291,-18.17536812386573
2023,2.767988986665726,1.3586269981612054,1.1909878883928915,26.17578001576646
2024,-8.053124100599963,-12.77834941743471,-16.183464603942564,24.88648456442082
2025,4.2472484165815505,0.6531643548514099,-1.843040760455561,17.71905551191473
2026,-2.362502176633474,-4.305785455198885,-5.341970865233147,13.420711013444265
