portfolio,market_type,portfolio_return,benchmark_return,active_return,occurrences,above_benchmark_count,below_benchmark_count,total_count,pct_above_benchmark,above_active_return,below_active_return,above_active_return_pct,below_active_return_pct,overall_active_return_pct
Sample Portfolio,up,0.03041114354913996,0.041647227396049695,-0.011236083846909743,52,18,34,52,34.61538461538461,0.007559413468382684,-0.021186641249123377,0.7559413468382684,-2.1186641249123377,-1.1236083846909743
Sample Portfolio,down,-0.02706831229502146,-0.03943756216776834,0.012369249872746893,28,21,7,28,75.0,0.01942248663830957,-0.008790460423941146,1.942248663830957,-0.8790460423941147,1.2369249872746892
Portfolio 2,up,0.0425181764328241,0.041647227396049695,0.0008709490367743932,52,24,28,52,46.15384615384615,0.02845537269007359,-0.022772842666053485,2.8455372690073593,-2.2772842666053483,0.08709490367743931
Portfolio 2,down,-0.03045089981131697,-0.03943756216776834,0.008986662356451378,28,18,10,28,64.28571428571429,0.0243148908227611,-0.01860414888290612,2.43148908227611,-1.860414888290612,0.8986662356451378
Portfolio 3,up,0.042605794633369665,0.041647227396049695,0.0009585672373199573,52,23,29,52,44.230769230769226,0.02290190129205583,-0.01644476666816022,2.290190129205583,-1.644476666816022,0.09585672373199573
Portfolio 3,down,-0.032059855999340844,-0.03943756216776834,0.0073777061684275076,28,19,9,28,67.85714285714286,0.01730156603280151,-0.013572664656362048,1.730156603280151,-1.3572664656362048,0.7377706168427508
