ticker,name,start_balance,end_balance,annualized_return,best_year,worst_year,sharpe_ratio,sortino_ratio,3m,ytd,1y,3y,5y,10y,full_period,cagr_pct,annualized_volatility_pct,max_drawdown_pct,3y_annualized_volatility_pct,5y_annualized_volatility_pct
SPY,State Street SPDR S&P 500 ETF,1.0,2.6145135510113584,0.1592106125845606,0.2872877201276425,-0.18175362536271733,0.7719132253151821,1.2321285732321063,0.01658483197328664,0.13081637433046667,0.20230859454226113,0.2091750222309734,0.12692138263113573,,0.1550708783736876,15.507087837368761,16.941588548526777,-23.92718565707157,12.939403096181604,15.869533410357828
GLD,SPDR Gold Shares,1.0,2.85808279126723,0.17247550572355413,0.6367653308824839,-0.04148908875959545,0.8534056216409965,1.5268934889771135,-0.02085726359631579,0.030556927515688503,0.2840569812400424,0.3140001532192995,0.19203814198239333,,0.170607280248817,17.060728024881698,16.878170482001742,-23.849094597868202,18.662219543337663,16.925895109275917
TLT,iShares 20+ Year Treasury Bond ETF,1.0,0.7422498186530113,-0.03435470381667122,0.18152251561512966,-0.3123451613457203,-0.43511079264121194,-0.5742355128242645,-0.02652180885545019,-0.027866138813174235,-0.003485515784567017,-0.010527088014026798,-0.07982301006887027,,-0.04372563215164782,-4.3725632151647815,14.431026506034755,-47.613647176447884,13.930372306826893,14.491099513915067
QQQ,Invesco QQQ Trust,1.0,3.5020024080486998,0.211157730562046,0.5485560427649636,-0.32577015241010443,0.8680080470968626,1.4866254399958403,-0.028121377199004982,0.16952757877712177,0.2626438610676256,0.24490742055872006,0.14217141691274948,,0.20683380284473185,20.683380284473184,21.050666658353663,-32.57701524101044,17.744032937576932,21.0901780210029
SLV,iShares Silver Trust,1.0,3.6049160652267473,0.25136341601545764,1.4466387525867455,-0.12454210435285384,0.6447378800342788,1.1369858940271864,-0.12000586189378248,-0.06659418228450309,0.661508796624767,0.38999224291186807,0.22118854366129992,,0.21208834043458724,21.208834043458722,34.57640273960718,-38.39274982183268,34.863525503794726,31.93627201715558
GDX,VanEck Gold Miners ETF,1.0,3.624712036123316,0.2656537539789232,1.547712189899661,-0.09522222330683539,0.6071194844266026,1.157693934222961,0.10079343488410952,0.1485368542822949,0.5707686660196774,0.5164578416020773,0.26494915259667584,,0.21308442417662055,21.308442417662054,39.07262245140504,-43.31016199296561,39.95253052914795,37.893164458922385
AIA,iShares Asia 50 ETF,1.0,2.405800036881694,0.1598547986976765,0.4779143872628213,-0.24082912890739383,0.5485144125503034,0.9658356093049378,-0.022283363066864847,0.4271193585493358,0.6684399699236803,0.3711515134562551,0.13430146140737076,,0.14074593296068838,14.074593296068837,23.958996462216806,-50.5604566655602,20.67246764772572,25.407415308762214
XLF,Financial Select Sector SPDR Fund,1.0,2.1154238624478707,0.13440481706646834,0.34797871292077587,-0.10586473185259382,0.5122848269577024,0.7693385323139534,0.12276376134873601,0.06280530924585337,0.08548954991553726,0.20739117972309074,0.1038565159633762,,0.11894724117665567,11.894724117665568,20.685478368700117,-29.918087012311435,14.323319171045023,17.737481398116326
XLE,Energy Select Sector SPDR Fund,1.0,2.783029042347558,0.21183164953428324,0.6432491872335495,-0.32671323492126103,0.5401548448111997,0.8747787426655239,0.14445301984631032,0.4502834615892295,0.45929775723898936,0.16562038017406944,0.2595702438241523,,0.1659439165028178,16.594391650281782,33.952375193151404,-44.404427897019325,20.305002492157463,26.091648902093855
EWY,iShares MSCI South Korea ETF,1.0,3.25395342938019,0.23751441577881524,0.9533032375580921,-0.2658970460985123,0.5923718465049961,1.0696285800270882,-0.12131371033654503,0.8603167901610478,1.5598311046004043,0.4598318902042635,0.18294942720990015,,0.1936079423193191,19.360794231931912,35.29508821399598,-48.09425524189245,42.91005171152688,38.334597575840526
EWJ,iShares MSCI Japan ETF,1.0,1.8580402241295835,0.1044105647788607,0.25840578991069685,-0.1772325230166496,0.5057701518409283,0.7847356465410303,0.03701530431421629,0.19396765817014638,0.2775666547251281,0.19275647236889037,0.09561425579676519,,0.09738309770548925,9.738309770548925,15.021510166688456,-28.863991158490563,12.447611515610483,14.969502188197445
INDY,iShares India 50 ETF,1.0,1.3718709566629532,0.06508906358893354,0.19427367954742136,-0.11257020336479673,0.20064170911955967,0.2678522895071881,0.02438904269199549,-0.11257020336479673,-0.06953854822831107,0.01869830650944526,0.006494287527032405,,0.048568940235077074,4.856894023507707,18.267793745263916,-31.691069167992936,12.409524839736607,12.56299211674245
