year,optimized,provided,benchmark
2015,-0.009751345724150262,-0.01975690831267718,0.01709599949317009
2016,0.13490209139925535,0.1680339237134314,0.14842092980703847
2017,0.08320319590141945,0.07728542003908623,0.07992868647737228
2018,0.020818250524524462,-0.03356597628796154,-0.003921172986633303
2019,0.316585207949045,0.2718155781986189,0.35931830713271706
2020,0.23829764865922787,0.1677023176084238,0.11175533686352845
2021,0.22239859222776226,0.25241033542330915,0.40988849247559433
2022,-0.05913660707517898,0.031377588544575286,-0.13336270898866298
2023,0.27634743260598493,0.18371543482214192,0.27935888130078346
2024,0.468420297201102,0.36874893167625067,0.43411630110518384
2025,0.3614921628200529,0.30996961407752255,0.15354082673803182
2026,0.10845893997079226,0.19892443458467035,0.0888832490115481
