asset,optimized,provided
contribution_QQQ,1.8139085950355958,1.0334507147467997
contribution_SPMO,1.2733410398782703,1.129078828977624
contribution_AIA,0.27228323798374693,0.768058074137285
contribution_GLD,1.9729197077887044,0.6547864513004126
contribution_XLE,0.15258545867913878,0.7225718347493092
contribution_144600,0.0,0.26681761773806945
contribution_SCHD,0.10561565271472972,0.19335855448037043
contribution_138920,0.0,0.050725652145553156
