metric,Sample Portfolio,Portfolio 2,Portfolio 3,benchmark
alpha,0.007811416814564272,0.06464771295367802,0.05229683771271564,4.163336342344337e-17
beta,0.6682739661545686,0.8466484457421937,0.8945115846349143,0.9999999999999997
calmar_ratio,3.0556351808719135,3.916543159457914,3.1649243468507096,2.759933222197607
excess_kurtosis,-0.2754314458082723,0.07337946628667602,-0.05577661154034219,0.18862752823925133
historical_var_95,0.05480872752800073,0.07730292832945476,0.07925841817886066,0.07933049610443121
modigliani_modigliani,0.15831345433004326,0.19857753165414296,0.19647621204999577,0.15921054923427513
r_squared,0.8332256078792188,0.6751551673569015,0.7888665853927895,1.0
skewness,-0.4260608565994109,-0.29463150341297323,-0.42999874671711136,-0.3418635078124257
treynor_ratio,0.14228254580288766,0.20706557466872907,0.1891954964706071,0.1307742992342752
