date,Sample Portfolio_drawdown,Portfolio 2_drawdown,Portfolio 3_drawdown,benchmark_drawdown
2025-02-28,0.0,0.0,-0.008839994934673912,-0.012694839644185052
2025-03-31,-0.015324731498785549,0.0,-0.009626463314606704,-0.06770660228213532
2025-04-30,-0.010436532453912739,-0.009499322440658098,-0.005941569331381125,-0.07578984416954615
2025-05-31,0.0,0.0,0.0,-0.01770780918263526
2025-06-30,0.0,0.0,0.0,0.0
2025-07-31,0.0,0.0,0.0,0.0
2025-08-31,0.0,0.0,0.0,0.0
2025-09-30,0.0,0.0,0.0,0.0
2025-10-31,0.0,0.0,0.0,0.0
2025-11-30,0.0,0.0,0.0,0.0
2025-12-31,0.0,0.0,0.0,0.0
2026-01-31,0.0,0.0,0.0,0.0
2026-02-28,0.0,0.0,0.0,-0.008641958340223965
2026-03-31,-0.06209886749682736,-0.08447388006185641,-0.08328590565456429,-0.05759478882587632
2026-04-30,-0.009824785911644374,-0.018992828775461157,0.0,0.0
2026-05-31,0.0,0.0,0.0,0.0
2026-06-30,-0.027038303978049627,-0.04605858221500736,-0.03543311610845501,-0.010292566443839024
2026-07-31,-0.03373312084092828,-0.0648336178642186,-0.08773859732956557,-0.00994797093102262
2026-08-31,0.0,0.0,-0.023898920124685197,0.0
