portfolio,start_balance,end_balance,cagr,annualized_return,annualized_volatility,best_year,worst_year,max_drawdown,sharpe_ex_post,sortino
Sample Portfolio,10000.0,21577.699004807615,0.12227882710125382,0.12351997119826481,0.12403024935180587,0.24216200649280717,-0.17306553859031637,-0.2224544149669051,0.7666171897192948,1.198345875329159
Portfolio 2,10000.0,34856.31591473264,0.2059858785169959,0.20374799695999363,0.17456440642033585,0.5437907872130248,-0.0995664660670349,-0.22346466250790764,1.004281173665256,1.7078270938076396
Portfolio 3,10000.0,33627.56213183977,0.1995112004921784,0.1976738133537121,0.17062339045287664,0.42545055751417293,-0.11600903943489727,-0.20051044742755786,0.9918778597970289,1.6547400494969677
benchmark,10000.0,26145.121912021732,0.1550707882607676,0.15921054923427513,0.16941598241176825,0.28728800909857966,-0.18175366882716681,-0.23927182389219892,0.7719124097537983,1.2321273778178394
