portfolio,start_balance,end_balance,cagr,annualized_return,annualized_volatility,best_year,worst_year,max_drawdown,sharpe_ex_post,sortino,expected_return
optimized,1.0,5.282149417190343,0.20312928514103135,0.1928733931709828,0.11499993549855785,0.47746537517515697,0.0024745739564009384,-0.1122113986263914,1.3432926280790232,2.42039270642796,0.19287339317098273
provided,1.0,5.137085702994613,0.1994124004004736,0.192101674957316,0.13398111533829404,0.40376505534172935,-0.027990300431796955,-0.15671034057096778,1.1472277043149612,1.8858334893817368,0.19210167495731598
benchmark,1.0,4.394560821200065,0.17878622806765154,0.1769001563036944,0.15064733585756157,0.43411673758102487,-0.13336254459285557,-0.17409886586047796,0.9194011160505722,1.4655846573093703,0.1769001563036944
