kind,label,sharpe,expected_return_pct,volatility_pct,weight_133690_pct,weight_402970_pct,weight_069500_pct,weight_168580_pct,weight_200250_pct,weight_101280_pct,weight_TLT_pct,weight_385560_pct,weight_132030_pct
provided,Provided Portfolio,0.49543263643638025,8.770251716322992,9.952450838057528,10.0,10.0,8.0,8.5,8.5,5.0,15.0,15.0,20.0
optimized,Optimized Portfolio,1.255493952904679,17.02216926975527,10.500000004488635,23.453035094823015,29.255953917014526,4.744403477878347,0.0,0.0,2.546307926827633,0.0,0.0,40.000299453704585
benchmark,Benchmark,0.8909053596657902,16.581398347370737,14.302210050156154,,,,,,,,,
