portfolio,start_balance,end_balance,annualized_return,best_year,worst_year,sharpe_ex_post,sortino,cagr_pct,annualized_volatility_pct,max_drawdown_pct
Portfolio 1,10000.0,118821.90260736491,0.12082167829572488,0.309230078457404,-0.21904291914198315,0.9043246996251599,1.4876881258521186,12.052236397065187,11.400585065402865,-28.015908015416912
benchmark,10000.0,96881.0699562307,0.11588016795014122,0.3230778073284779,-0.367950515541256,0.663160858241618,0.9941924520303559,11.005454276069425,14.801355520724794,-50.784831345042406
