portfolio,return_3m_pct,return_1y_pct,annualized_3y_pct,annualized_5y_pct,annualized_10y_pct,ytd_pct,full_period_cagr_pct,volatility_3y_pct,volatility_5y_pct
optimized,1.085755018077128,27.946527204041715,32.90116664394891,19.691148850765614,19.256335574370652,13.052299126980227,19.256335574370652,15.039586462127518,16.42127169754609
provided,-1.3177484359103042,45.18377739915693,30.127253343810057,19.59604391406513,19.177893378264987,18.50771015253361,19.177893378264987,16.886177430803922,19.206698992450235
benchmark,3.4704586551959737,18.641319364101207,18.918671527463026,12.595376252455459,14.899420415783737,9.342964967795542,14.899420415783737,13.096230250277191,15.889116033751074
