ticker,name,min_weight_pct,max_weight_pct,provided_weight_pct,optimized_weight_pct
QQQ,,0.0,50.0,20.0,13.152976676310729
SPMO,,0.0,50.0,10.0,44.998247802480705
GDX,,0.0,30.0,10.0,0.0
GLD,,0.0,30.0,0.0,29.999999569821718
SLV,,0.0,30.0,10.0,0.0
AIA,,0.0,30.0,15.0,0.0
XLE,,0.0,30.0,15.0,1.9758046090552248
PTF,,0.0,30.0,10.0,0.0
QLD,,0.0,30.0,10.0,9.872969082306021
