point,sharpe,expected_return_pct,volatility_pct,weight_QQQ_pct,weight_SPMO_pct,weight_GDX_pct,weight_GLD_pct,weight_SLV_pct,weight_AIA_pct,weight_XLE_pct,weight_PTF_pct,weight_QLD_pct
39,1.0769419747162234,20.037827104027865,16.414837121272026,1.187322545351214,49.05153876339369,0.0,30.0,0.0,0.0,1.9123720835353346,0.0,17.848766607719764
40,1.075213498668649,20.13835644235472,16.534722140642987,0.17824392551892862,49.39339581313686,0.0,30.0,0.0,0.0,1.9070586963651288,0.0,18.521301564979083
41,1.0734927153393445,20.238885780681574,16.654873875906866,0.0,49.05436557930135,0.0,30.0,0.0,0.0,1.8238828663065845,0.0,19.121751554392073
42,1.0717576155575128,20.339415119008418,16.775635514990753,0.0,48.56926053288085,0.0,30.0,0.0,0.0,1.7240027416802872,0.0,19.70673672543887
43,1.0700089920333926,20.439944457335272,16.897002354136326,0.0,48.08415548646026,0.0,30.0,0.0,0.0,1.6241226170539933,0.0,20.29172189648574
44,1.068248133327661,20.540473795662127,17.018961445810152,0.0,47.599050440039754,0.0,30.0,0.0,0.0,1.5242424924276894,0.0,20.87670706753256
45,1.0664762696054388,20.64100313398897,17.14150014866467,0.0,47.113945393619225,0.0,30.0,0.0,0.0,1.4243623678014021,0.0,21.461692238579374
46,1.0646945747543817,20.741532472315825,17.264606121014875,0.0,46.6288403471987,0.0,30.0,0.0,0.0,1.3244822431751009,0.0,22.046677409626213
47,1.0629041684555536,20.842061810642676,17.38826731435057,0.0,46.14373530077815,0.0,30.0,0.0,0.0,1.2246021185488156,0.0,22.631662580673044
48,1.0611061182052592,20.942591148969527,17.5124719668942,0.0,45.658630254357604,0.0,30.0,0.0,0.0,1.1247219939225195,0.0,23.216647751719876
49,1.0593014412863715,21.04312048729638,17.63720859721325,0.0,45.173525207937026,0.0,30.0,0.0,0.0,1.02484186929623,0.0,23.80163292276674
50,1.0574911066880568,21.14364982562323,17.76246599789525,0.0,44.688420161516554,0.0,30.0,0.0,0.0,0.9249617446699298,0.0,24.386618093813524
51,1.0556760369730902,21.244179163950083,17.88823322929272,0.0,44.20331511509598,0.0,30.0,0.0,0.0,0.8250816200436414,0.0,24.971603264860384
52,1.0538571100922605,21.344708502276934,18.014499613344075,0.0,43.71821006867545,0.0,30.0,0.0,0.0,0.7252014954173376,0.0,25.556588435907212
53,1.0520351611455787,21.44523784060378,18.141254727476547,0.0,43.23310502225494,0.0,30.0,0.0,0.0,0.6253213707910454,0.0,26.141573606954015
54,1.0502109840902636,21.545767178930635,18.268488398595586,0.0,42.747999975834375,0.0,30.0,0.0,0.0,0.5254412461647666,0.0,26.726558778000868
55,1.0483853333956494,21.646296517257486,18.396190697165203,0.0,42.26289492941383,0.0,30.0,0.0,0.0,0.42556112153846165,0.0,27.311543949047696
56,1.0465589256453456,21.746825855584333,18.524351931382867,0.0,41.77778988299333,0.0,30.0,0.0,0.0,0.3256809969121647,0.0,27.89652912009451
57,1.0447324410871304,21.847355193911184,18.65296264145199,0.0,41.292684836572796,0.0,30.0,0.0,0.0,0.22580087228585696,0.0,28.481514291141348
58,1.0429065251311962,21.947884532238042,18.78201359395456,0.0,40.807579790152246,0.0,30.0,0.0,0.0,0.12592074765957698,0.0,29.066499462188183
59,1.041081789797473,22.048413870564893,18.911495776326067,0.0,40.3224747437317,0.0,30.0,0.0,0.0,0.02604062303326182,0.0,29.651484633235032
60,1.0388057161731645,22.14894320889174,19.04970573495863,0.0,40.55750225988912,0.0,29.44249774011088,0.0,0.0,0.0,0.0,30.0
61,1.0357988110016372,22.249472547218595,19.202061574086084,0.0,41.87869678318879,0.0,28.121303216811206,0.0,0.0,0.0,0.0,30.0
62,1.0326459828582228,22.350001885545442,19.358039654805854,0.0,42.92064176421817,0.0,26.90700674783091,0.0,0.0,0.0,0.17235148795092134,30.0
63,1.0294055358001082,22.450531223872293,19.51663413997174,0.0,43.071922673710525,0.0,26.03366072598626,0.0,0.0,0.0,0.8944166003032177,30.0
