portfolio,start_balance,end_balance,annualized_return,best_year,worst_year,sharpe_ex_post,sortino,cagr_pct,annualized_volatility_pct,max_drawdown_pct,expected_return_pct
optimized,1.0,5.818547782808788,0.1884558418616049,0.3703439377579354,-0.15474497275733134,1.099038971326785,1.9371785256774683,19.256335574370652,14.999999650839237,-22.665957232576474,18.845584186160487
provided,1.0,5.780388714555576,0.19399943188284513,0.4410508749119355,-0.1480060132189518,0.909927309373019,1.5490337556659557,19.177893378264987,18.726708180707096,-24.622288365414246,19.399943188284514
benchmark,1.0,4.010314014261338,0.15137787993040852,0.3122382543506026,-0.18175368123865754,0.8334060774567552,1.312523871116795,14.899420415783737,15.33200721553879,-23.927184023145642,15.137787993040853
