year,Jan_pct,Feb_pct,Mar_pct,Apr_pct,May_pct,Jun_pct,Jul_pct,Aug_pct,Sep_pct,Oct_pct,Nov_pct,Dec_pct,YTD_pct,portfolio
2016,,,,,,,,-0.6167830112780331,1.2014538871748655,-2.271088502016777,-2.5070746145514495,1.3178555820420843,-2.9083335434673008,optimized
2017,3.6638219288524074,4.147472806717971,-0.3551118968802787,2.519337209539749,1.9926187275584955,-0.7714533739731726,3.136607011121028,2.255901345484744,-0.3644688926400008,4.766465606276008,1.943180812608447,1.358742777253762,26.969464725064384,optimized
2018,7.236504736553625,-1.570592127043231,-2.9499549563772107,0.6301134927362753,3.3380517878384377,-0.7595729199503766,1.8148621238139409,3.2193284572731975,0.3463756236057988,-6.883607050256764,0.6340663817876071,-5.594885906861591,-1.3764329934868202,optimized
2019,8.152992016591007,2.580496426762169,2.0987456253885304,2.059401114513378,-3.514031108924972,7.271994236529454,1.0912446168023096,1.3218269955770914,-0.5468267287629508,2.015825276447045,1.2838213347925187,3.3703204356305436,30.18650333681101,optimized
2020,3.4400460934428683,-6.183878101775053,-7.635286693421703,12.774476848790133,5.965799481493777,4.003029105731224,9.027224895773386,7.391506557981992,-4.394464773693137,-3.227564659827305,6.099262959140728,5.166695349630794,34.65577751290381,optimized
2021,-0.7556471229779084,-2.1705323642627286,0.9129761977472823,5.442418883051739,1.6259966349306167,3.2504372397052137,2.5219919952380887,3.3873452595938285,-4.821808950774505,6.595547463824369,-0.9947108377115238,2.557429427467848,18.36438355991874,optimized
2022,-5.845505974475921,-0.47314370944939643,3.5577031539203023,-8.849698333343397,-0.6398993404832499,-7.4682972234962675,7.153466309784967,-3.907446945916626,-7.647144223350874,7.246674448143161,5.692496791403264,-3.5751483904566923,-15.474510564679777,optimized
2023,5.070671632597945,-4.0207841698523055,6.272592985102982,1.718058388085749,-0.5373442629211739,4.235006931249622,2.852551407851716,0.12560794986325427,-3.6114543939667754,0.44186785717263055,8.735364140295918,5.109266498984089,28.78460705624002,optimized
2024,2.6260071303408146,7.05665166748273,5.019485173798833,-3.069286497520534,5.812288791522897,5.354958832695942,0.25758127823903726,2.539970972270046,2.97714362536241,1.0459579959414829,3.8966352921983747,-1.3005170077489947,36.76659481380917,optimized
2025,5.092068553036051,-0.4336256657559749,-2.829893874532193,2.4960034273402347,8.145087145869981,5.429680201453421,1.9033656143835205,2.117643715272335,7.106390443172712,2.7911679613586227,0.485792099445061,0.17803073332227276,37.03439092262506,optimized
2026,4.5137180395573155,1.8338053505708745,-7.41476398525021,13.496491645992464,8.586860367860252,-0.4411593951982537,-6.495432592534059,,,,,,13.052293646308911,optimized
2016,,,,,,,,-1.4191323451543874,2.924377723965403,-3.43798178728395,-0.8985659265071524,0.27405047224755225,-2.6388449011293336,provided
2017,5.726292432414474,2.5435384410726134,1.0676022653096566,0.5715189379246612,2.633041605938989,-1.5313629167557674,4.169646255302127,1.5120671696036403,0.7472656814647026,3.7333573785211676,1.3094659338028727,1.9426405010947247,27.11004384861335,provided
