portfolio,rank,start,bottom,recovery,maximum_drawdown,duration_months
optimized,1,2022-04-30,2022-09-30,2023-03-31,-0.09181453507663662,12
optimized,2,2026-06-30,2026-07-31,,-0.06678365736810543,3
optimized,3,2026-03-31,2026-03-31,2026-05-31,-0.05783704421930935,3
optimized,4,2022-01-31,2022-01-31,2022-03-31,-0.03312388528163879,3
optimized,5,2023-09-30,2023-10-31,2023-11-30,-0.0216005946240746,3
optimized,6,2023-05-31,2023-05-31,2023-06-30,-0.009555500024504893,2
provided,1,2022-01-31,2022-12-31,2024-03-31,-0.16964159750264451,27
provided,2,2026-06-30,2026-07-31,,-0.08769787607107082,3
provided,3,2026-03-31,2026-03-31,2026-05-31,-0.06551292588382351,3
provided,4,2025-05-31,2025-05-31,2025-06-30,-0.005567538006798767,2
provided,5,2024-08-31,2024-08-31,2024-09-30,-0.0049469666290854475,2
benchmark,1,2022-01-31,2022-06-30,2023-04-30,-0.13403072951156114,16
benchmark,2,2025-02-28,2025-04-30,2025-07-31,-0.08727129783260101,6
benchmark,3,2026-07-31,2026-07-31,,-0.08234183406494833,2
benchmark,4,2023-09-30,2023-10-31,2023-12-31,-0.05163046445148245,4
benchmark,5,2025-12-31,2026-03-31,2026-04-30,-0.015483721436609588,5
benchmark,6,2024-04-30,2024-04-30,2024-05-31,-0.014966038761446199,2
benchmark,7,2023-05-31,2023-05-31,2023-06-30,-0.008622288468976613,2
benchmark,8,2024-07-31,2024-08-31,2024-09-30,-0.004621112358154877,3
benchmark,9,2023-07-31,2023-07-31,2023-08-31,-0.00250113186812162,2
