year,inflation,series::Coverage Probe::return,series::Coverage Probe::balance,asset::411060::return,asset::476760::return,asset::385560::return,asset::379810::return,asset::283580::return,asset::152100::return,asset::458730::return,asset::453810::return,asset::241180::return
2026,0.03303856050706311,-0.05447336666092051,19259.12921348315,-0.05447336666092051,-0.08288604459124671,-0.2472958455357539,0.1007793493051834,-0.0013805798435342354,0.7745392546886418,0.20634540078318575,-0.16786021197364642,0.22517031193976367
2025,0.02653304114557753,0.5976315064720468,20368.679775280903,0.5976315064720468,0.009692548202188789,-0.09404706352909775,0.16423427748439723,0.1963035784506486,0.9407853271145836,0.0227217000408666,0.009324177809902023,0.2615913511557426
2024,0.028706909675099812,0.274929775280899,12749.29775280899,0.274929775280899,0.027962288407970437,0.15165520206362837,0.28588184455830623,0.26858226080015957,-0.13517933064428223,0.1301496397561428,0.13336610141721983,0.04361988386914062
