year,optimized,provided,benchmark
2017,0.0020850009805577496,0.04246172328826181,0.036759924026987356
2018,0.0227174141942752,-0.027990314184377585,-0.003921111216851458
2019,0.2885175720505553,0.29186741217041123,0.35931854130202745
2020,0.192316642362532,0.1550342457276257,0.11175541667762778
2021,0.21309273500756176,0.2673880143977716,0.4098881483238972
2022,0.009340940143480525,0.021819979187072347,-0.13336272213417144
2023,0.2242872162710996,0.18780839648911818,0.27935873421075286
2024,0.4826603948528645,0.4037651140590801,0.4341167375810253
2025,0.3879150762784913,0.308150970723694,0.15354070455012647
2026,0.09965056032256658,0.2027922659357002,0.0888832490115481
