portfolio,start_balance,end_balance,cagr,annualized_return,annualized_volatility,best_year,worst_year,max_drawdown,sharpe_ex_post,sortino
Sample Portfolio,10000.0,21577.704983017655,0.12227887374119728,0.12352000933919433,0.1240302195314704,0.24216179883023026,-0.1730655329493781,-0.22245433847683882,0.7666176815487177,1.1983469087351963
Portfolio 2,10000.0,34856.31679340535,0.20598588307714616,0.2037479961891424,0.17456438089232626,0.5437907997287998,-0.09956647921686723,-0.22346461080362923,1.0042813161138362,1.7078275395426026
Portfolio 3,10000.0,33627.56248413343,0.1995112023771508,0.1976738095430532,0.1706233611283237,0.4254505284616932,-0.11600903639079763,-0.20051034139171242,0.9918780079345157,1.6547406173488797
benchmark,10000.0,26145.13279049405,0.15507086035109907,0.15921060517005037,0.1694159414125664,0.28728755645953696,-0.1817537371145902,-0.23927175560477576,0.7719129267273912,1.2321285810517122
