kind,label,sharpe,expected_return_pct,volatility_pct,weight_QQQ_pct,weight_SPMO_pct,weight_AIA_pct,weight_GLD_pct,weight_XLE_pct,weight_144600_pct,weight_SCHD_pct
provided,Provided Portfolio,1.1472278020007707,19.210169886220406,13.398112476696575,20.0,20.0,15.0,15.0,15.0,5.0,10.0
optimized,Optimized Portfolio,1.343293010365271,19.287343707637138,11.499993545574869,15.80514519441531,27.048378420633263,0.0,47.61633892242825,4.272256730540846,0.0,5.257806838969497
benchmark,Benchmark,0.9194003685301751,17.69001681641574,15.064747124190944,,,,,,,
