kind,label,expected_return,volatility,sharpe,weight_QQQ,weight_SPMO,weight_AIA,weight_GLD,weight_XLE,weight_144600,weight_SCHD
provided,Provided Portfolio,0.19210168448784384,0.13398111365602702,1.1472277898529213,0.2,0.2,0.15,0.15,0.15,0.05,0.1
optimized,Optimized Portfolio,0.19287342663670443,0.11499993534820153,1.3432929208417457,0.15805054135807345,0.27048467919629804,0.0,0.4761634657518839,0.04272260794015844,0.0,0.05257796559284327
benchmark,Benchmark,0.17690017117838866,0.15064738144033468,0.9194009365973487,,,,,,,
