metric,Sample Portfolio,Portfolio 2,Portfolio 3,benchmark
alpha,0.00781143075772113,0.06464776821123475,0.05229687170514934,0.0
beta,0.6682737556588413,0.846647650851512,0.8945109602466785,1.0
calmar_ratio,3.055636247790498,3.9165436351062226,3.1649243512737093,2.759930872691582
excess_kurtosis,-0.2754311984370519,0.07337942628577565,-0.05577601279668354,0.18862653484605785
historical_var_95,0.054808766832043644,0.07730293488246714,0.07925836697999608,0.07933059040659306
modigliani_modigliani,0.15831352416931074,0.198577613154013,0.19647630340081737,0.1592106044924645
r_squared,0.8332255713035357,0.675154563346388,0.7888663274375237,1.0
skewness,-0.42606042166898905,-0.294631678645603,-0.42999849655501504,-0.34186296110423303
treynor_ratio,0.14228262543577166,0.2070657664789111,0.18919563025511382,0.1307743544924645
