kind,label,expected_return,volatility,sharpe,weight_QQQ,weight_SPMO,weight_AIA,weight_GLD,weight_XLE,weight_144600,weight_SCHD
provided,Provided Portfolio,0.19210168608519168,0.13398107943416684,1.1472280948035685,0.2,0.2,0.15,0.15,0.15,0.05,0.1
optimized,Optimized Portfolio,0.19287346094973926,0.1149999355211884,1.3432932171955012,0.15805237113152606,0.27048329407869554,0.0,0.4761631897424642,0.04272268153206419,0.0,0.052577725333983444
benchmark,Benchmark,0.1769001774651706,0.15064742020550134,0.9194007417453653,,,,,,,
