point,ex_ante_sharpe,ex_post_sharpe,cagr_pct,monthly_gain_to_pain_ratio,pain_ratio,expected_return_pct,volatility_pct,maximum_drawdown_pct,mdd_depth_pct,tuw_pct,pain_area_pct_months,pain_index_pct,max_underwater_months,observations,delta_cagr_pct,delta_sharpe,delta_monthly_gain_to_pain_ratio,delta_pain_ratio,delta_mdd_depth_pct,delta_tuw_pct,delta_pain_index_pct,mdd_cost_per_0_10_sharpe,tuw_cost_per_0_10_sharpe,pain_cost_per_0_10_sharpe,segment
1,1.2381160430067413,1.2381160430067413,17.64534255369883,2.2900809021782402,10.059981309303282,16.905209071772305,10.552909306805963,-9.23630611538827,9.23630611538827,51.85185185185185,148.2142771467736,1.3723544180256815,12,108,,,,,,,,,,,gmv_to_max_sharpe
2,1.2436535349725584,1.2436535349725586,17.713887926311212,2.297599385045463,10.18763210224011,16.96444491935035,10.553551927160536,-9.284463146024112,9.284463146024112,50.92592592592593,147.08381133836707,1.3618871420219174,12,108,0.06854537261238391,0.0055374919658173205,0.007518482867222787,0.12765079293682824,0.04815703063584209,-0.9259259259259167,-0.01046727600376407,0.8696541851999641,-16.721034209017624,-0.18902557454490365,gmv_to_max_sharpe
3,1.2490382783179623,1.2490382783179617,17.782314238680776,2.3051145580437247,10.31479290299434,17.023680766928393,10.55547955348688,-9.332680810112171,9.332680810112171,50.0,145.98701244009993,1.351731596667592,11,108,0.06842631236956365,0.005384743345403065,0.007515172998261654,0.1271608007542291,0.0482176640880585,-0.9259259259259309,-0.01015554535432539,0.8954496248966396,-17.19535856275101,-0.18859850326933675,gmv_to_max_sharpe
4,1.254268474314342,1.254268474314342,17.850621244180264,2.3126264233582052,10.437324349827755,17.082916614506434,10.558691482001407,-9.38095910765242,9.38095910765242,49.074074074074076,144.979968593714,1.342407116608463,11,108,0.06830700549948787,0.005230195996380305,0.007511865314480559,0.1225314468334151,0.04827829754024826,-0.9259259259259238,-0.009324480059129003,0.9230686110742415,-17.703465158222283,-0.17828165647295546,gmv_to_max_sharpe
5,1.2593424959061088,1.259342495906109,17.91880869624405,2.3201349831721605,10.552270957464486,17.14215246208448,10.563186541158045,-9.429298038644907,9.429298038644907,49.074074074074076,144.098574363057,1.3342460589171945,11,108,0.06818745206378551,0.005074021591767064,0.007508559813955262,0.11494660763673181,0.04833893099248776,0.0,-0.008161057691268514,0.9526749170898461,0.0,-0.1608400268637085,gmv_to_max_sharpe
6,1.264258890155778,1.2642588901557783,17.986876348368284,2.327640239666924,10.661050239371063,17.20138830966252,10.5689630937817,-9.477697603089574,9.477697603089574,49.074074074074076,143.31782267099405,1.3270168765832782,11,108,0.06806765212423471,0.004916394249669276,0.007505256494763302,0.10877928190657649,0.048399564444666865,0.0,-0.00722918233391634,0.9844524663155866,0.0,-0.1470423641147706,gmv_to_max_sharpe
7,1.2690163801526206,1.2690163801526206,18.054823954111864,2.335142195021914,10.770986511743471,17.260624157240564,10.576019040042455,-9.526157800986468,9.526157800986468,49.074074074074076,142.53632640233795,1.3197808000216478,11,108,0.06794760574357994,0.0047574899968423345,0.0075019553549902085,0.10993627237240844,0.04846019789689393,0.0,-0.007236076561630389,1.0186085084584136,0.0,-0.15209861852433015,gmv_to_max_sharpe
8,1.273613866379948,1.273613866379948,18.1226512670966,2.341889606843691,10.876577992150422,17.3198600048186,10.584351821257895,-9.574678632335543,9.574678632335543,48.148148148148145,141.82605963278831,1.313204255859151,11,108,0.06782731298473621,0.004597486227327252,0.006747411821776961,0.10559148040695021,0.04852083134907481,-0.9259259259259309,-0.006576544162496756,1.0553774160468206,-20.13983033646232,-0.14304652232357049,gmv_to_max_sharpe
9,1.2780504275393516,1.2780504275393516,18.190358041007837,2.3476546164919383,10.969735867244017,17.379095852396645,10.59395842450752,-9.623260097136853,9.623260097136853,48.148148148148145,141.2882269231155,1.3082243233621806,11,108,0.0677067739112367,0.004436561159403718,0.005765009648247332,0.09315787509359552,0.04858146480131076,0.0,-0.004979932496970374,1.0950252471632826,0.0,-0.11224757910560815,gmv_to_max_sharpe
10,1.282325320833415,1.282325320833415,18.257944029594974,2.3534086237162946,11.062918763831986,17.43833169997469,10.60483538804004,-9.67190219539038,9.67190219539038,49.074074074074076,140.7579546146681,1.3033143945802603,11,108,0.06758598858713682,0.004274893294063498,0.005754007224356261,0.09318289658796886,0.048642098253527166,0.9259259259259309,-0.004909928781920314,1.1378552611143762,21.659626620663378,-0.11485500208247734,gmv_to_max_sharpe
