kind,label,sharpe,expected_return_pct,volatility_pct,weight_QQQ_pct,weight_SPMO_pct,weight_AIA_pct,weight_GLD_pct,weight_XLE_pct,weight_144600_pct,weight_SCHD_pct
provided,Provided Portfolio,1.1472277898529213,19.210168448784383,13.398111365602702,20.0,20.0,15.0,15.0,15.0,5.0,10.0
optimized,Optimized Portfolio,1.3432929208417457,19.287342663670444,11.499993534820154,15.805054135807344,27.048467919629804,0.0,47.61634657518839,4.272260794015844,0.0,5.257796559284327
benchmark,Benchmark,0.9194009365973487,17.690017117838867,15.064738144033468,,,,,,,
