portfolio,rank,date,month_since_bottom,recovery_progress_pct,recovered,drawdown_pct,maximum_drawdown_pct
optimized,1,2026-07-31,0,0.0,False,-11.221146263927562,-11.221146263927562
optimized,1,2026-08-31,1,27.182134620839633,False,-8.170999180465454,-11.221146263927562
optimized,2,2020-10-31,0,0.0,True,-10.715026838387743,-10.715026838387743
optimized,2,2020-11-30,1,7.230039225966574,True,-9.940326194899463,-10.715026838387743
optimized,2,2020-12-31,2,39.67372217857819,True,-6.463976859165699,-10.715026838387743
optimized,2,2021-01-31,3,46.11027747135268,True,-5.774298232077246,-10.715026838387743
optimized,2,2021-02-28,4,32.82788351869535,True,-7.197510308884869,-10.715026838387743
optimized,2,2021-03-31,5,45.795656721417494,True,-5.808009929871938,-10.715026838387743
optimized,2,2021-04-30,6,66.2281237804183,True,-3.6186656007552664,-10.715026838387743
optimized,2,2021-05-31,7,100.0,True,0.0,-10.715026838387743
optimized,3,2020-03-31,0,0.0,True,-7.808898361019967,-7.808898361019967
optimized,3,2020-04-30,1,100.0,True,0.0,-7.808898361019967
optimized,4,2022-12-31,0,0.0,True,-6.214065468274377,-6.214065468274377
optimized,4,2023-01-31,1,19.502194438607745,True,-5.0021863381091265,-6.214065468274377
optimized,4,2023-02-28,2,56.64196226995608,True,-2.6942968503040343,-6.214065468274377
optimized,4,2023-03-31,3,100.0,True,0.0,-6.214065468274377
optimized,5,2022-06-30,0,0.0,True,-6.026645481927783,-6.026645481927783
optimized,5,2022-07-31,1,64.0371689455814,True,-2.1673523329144406,-6.026645481927783
optimized,5,2022-08-31,2,71.90815080955929,True,-1.6929961600256616,-6.026645481927783
optimized,5,2022-09-30,3,79.23445686000609,True,-1.251465667444207,-6.026645481927783
optimized,5,2022-10-31,4,100.0,True,0.0,-6.026645481927783
optimized,6,2018-12-31,0,0.0,True,-5.389726311349197,-5.389726311349197
optimized,6,2019-01-31,1,99.13642598482252,True,-0.04654427591399557,-5.389726311349197
optimized,6,2019-02-28,2,100.0,True,0.0,-5.389726311349197
optimized,7,2018-03-31,0,0.0,True,-4.4696927822417525,-4.4696927822417525
optimized,7,2018-04-30,1,22.62918049254881,True,-3.4582379350858394,-4.4696927822417525
optimized,7,2018-05-31,2,79.14144553387091,True,-0.9323133034525366,-4.4696927822417525
optimized,7,2018-06-30,3,100.0,True,0.0,-4.4696927822417525
optimized,8,2019-10-31,0,0.0,True,-2.845464419196475,-2.845464419196475
optimized,8,2019-11-30,1,34.395253320905695,True,-1.8667597240576095,-2.845464419196475
optimized,8,2019-12-31,2,90.76058101736888,True,-0.26290437969125335,-2.845464419196475
optimized,8,2020-01-31,3,100.0,True,0.0,-2.845464419196475
optimized,9,2023-05-31,0,0.0,True,-2.8246643515609016,-2.8246643515609016
optimized,9,2023-06-30,1,77.44441681198013,True,-0.637119517598661,-2.8246643515609016
optimized,9,2023-07-31,2,50.114045590827615,True,-1.4091107706318162,-2.8246643515609016
optimized,9,2023-08-31,3,100.0,True,0.0,-2.8246643515609016
optimized,10,2026-03-31,0,0.0,True,-2.7254875954297986,-2.7254875954297986
optimized,10,2026-04-30,1,100.0,True,0.0,-2.7254875954297986
optimized,11,2022-01-31,0,0.0,True,-2.6996503095515823,-2.6996503095515823
optimized,11,2022-02-28,1,97.11175773660045,True,-0.07797244120446578,-2.6996503095515823
optimized,11,2022-03-31,2,100.0,True,0.0,-2.6996503095515823
optimized,12,2017-11-30,0,0.0,True,-2.3810351465439417,-2.3810351465439417
optimized,12,2017-12-31,1,33.35712689160965,True,-1.5867902313774551,-2.3810351465439417
optimized,12,2018-01-31,2,100.0,True,0.0,-2.3810351465439417
optimized,13,2021-09-30,0,0.0,True,-1.4337284135501838,-1.4337284135501838
optimized,13,2021-10-31,1,100.0,True,0.0,-1.4337284135501838
optimized,14,2025-04-30,0,0.0,True,-0.9484460115767868,-0.9484460115767868
optimized,14,2025-05-31,1,74.47833768543188,True,-0.24205918831061712,-0.9484460115767868
optimized,14,2025-06-30,2,100.0,True,0.0,-0.9484460115767868
optimized,15,2023-09-30,0,0.0,True,-0.8522204039254411,-0.8522204039254411
optimized,15,2023-10-31,1,100.0,True,0.0,-0.8522204039254411
optimized,16,2024-08-31,0,0.0,True,-0.390048550850397,-0.390048550850397
optimized,16,2024-09-30,1,100.0,True,0.0,-0.390048550850397
optimized,17,2020-06-30,0,0.0,True,-0.37771703383321364,-0.37771703383321364
optimized,17,2020-07-31,1,100.0,True,0.0,-0.37771703383321364
optimized,18,2025-12-31,0,0.0,True,-0.2878277248680061,-0.2878277248680061
optimized,18,2026-01-31,1,100.0,True,0.0,-0.2878277248680061
optimized,19,2018-07-31,0,0.0,True,-0.1128547548480463,-0.1128547548480463
optimized,19,2018-08-31,1,100.0,True,0.0,-0.1128547548480463
provided,1,2020-03-31,0,0.0,True,-15.671038335048538,-15.671038335048538
provided,1,2020-04-30,1,77.69679536184894,True,-3.495143748788976,-15.671038335048538
provided,1,2020-05-31,2,100.0,True,0.0,-15.671038335048538
provided,2,2018-12-31,0,0.0,True,-11.400419990111255,-11.400419990111255
provided,2,2019-01-31,1,59.245970586550825,True,-4.64613051602668,-11.400419990111255
provided,2,2019-02-28,2,79.85752526038043,True,-2.2963267167186996,-11.400419990111255
provided,2,2019-03-31,3,100.0,True,0.0,-11.400419990111255
provided,3,2020-10-31,0,0.0,True,-11.358575957844108,-11.358575957844108
provided,3,2020-11-30,1,57.60315536665195,True,-4.8156778014079915,-11.358575957844108
provided,3,2020-12-31,2,95.42582548453306,True,-0.5195610867836598,-11.358575957844108
provided,3,2021-01-31,3,100.0,True,0.0,-11.358575957844108
provided,4,2026-07-31,0,0.0,False,-9.594547242972506,-9.594547242972506
provided,4,2026-08-31,1,24.566432398819384,False,-7.237509280554876,-9.594547242972506
provided,5,2022-06-30,0,0.0,True,-6.978677037784786,-6.978677037784786
provided,5,2022-07-31,1,71.95633848468557,True,-1.957076566723337,-6.978677037784786
provided,5,2022-08-31,2,81.42836007084928,True,-1.296054771275712,-6.978677037784786
provided,5,2022-09-30,3,43.93371787238704,True,-3.912684756779361,-6.978677037784786
provided,5,2022-10-31,4,100.0,True,0.0,-6.978677037784786
provided,6,2018-03-31,0,0.0,True,-6.1506297160148655,-6.1506297160148655
provided,6,2018-04-30,1,31.155202415149848,True,-4.234388578184078,-6.1506297160148655
provided,6,2018-05-31,2,80.03032631561365,True,-1.228260683823068,-6.1506297160148655
provided,6,2018-06-30,3,100.0,True,0.0,-6.1506297160148655
provided,7,2022-12-31,0,0.0,True,-5.7777876551355245,-5.7777876551355245
provided,7,2023-01-31,1,33.58032827015033,True,-3.8375875937887938,-5.7777876551355245
provided,7,2023-02-28,2,51.322831920430446,True,-2.81246340817094,-5.7777876551355245
provided,7,2023-03-31,3,100.0,True,0.0,-5.7777876551355245
provided,8,2025-04-30,0,0.0,True,-5.154828370583231,-5.154828370583231
provided,8,2025-05-31,1,30.809002624309183,True,-3.566677162611609,-5.154828370583231
provided,8,2025-06-30,2,100.0,True,0.0,-5.154828370583231
provided,9,2019-05-31,0,0.0,True,-3.9648549775757047,-3.9648549775757047
provided,9,2019-06-30,1,100.0,True,0.0,-3.9648549775757047
provided,10,2023-05-31,0,0.0,True,-3.4307825811513593,-3.4307825811513593
provided,10,2023-06-30,1,100.0,True,0.0,-3.4307825811513593
provided,11,2023-10-31,0,0.0,True,-2.6911510098168834,-2.6911510098168834
provided,11,2023-11-30,1,68.10801282207738,True,-0.8582615349893352,-2.6911510098168834
provided,11,2023-12-31,2,100.0,True,0.0,-2.6911510098168834
provided,12,2017-11-30,0,0.0,True,-1.928955602001503,-1.928955602001503
provided,12,2017-12-31,1,68.66975302769679,True,-0.6043465540931492,-1.928955602001503
provided,12,2018-01-31,2,100.0,True,0.0,-1.928955602001503
provided,13,2024-08-31,0,0.0,True,-1.388857793607201,-1.388857793607201
provided,13,2024-09-30,1,97.73989974064513,True,-0.0313895785953866,-1.388857793607201
provided,13,2024-10-31,2,100.0,True,0.0,-1.388857793607201
provided,14,2021-09-30,0,0.0,True,-1.0328787106203774,-1.0328787106203774
provided,14,2021-10-31,1,100.0,True,0.0,-1.0328787106203774
provided,15,2019-10-31,0,0.0,True,-0.9527911667619571,-0.9527911667619571
provided,15,2019-11-30,1,100.0,True,0.0,-0.9527911667619571
provided,16,2022-01-31,0,0.0,True,-0.8609667335990223,-0.8609667335990223
provided,16,2022-02-28,1,100.0,True,0.0,-0.8609667335990223
provided,17,2026-03-31,0,0.0,True,-0.5634491655039486,-0.5634491655039486
provided,17,2026-04-30,1,100.0,True,0.0,-0.5634491655039486
provided,18,2021-11-30,0,0.0,True,-0.264818419141144,-0.264818419141144
provided,18,2021-12-31,1,100.0,True,0.0,-0.264818419141144
provided,19,2021-07-31,0,0.0,True,-0.074758792434515,-0.074758792434515
provided,19,2021-08-31,1,100.0,True,0.0,-0.074758792434515
benchmark,1,2020-03-31,0,0.0,True,-17.40991444020078,-17.40991444020078
benchmark,1,2020-04-30,1,58.61332746774934,True,-7.205384277510918,-17.40991444020078
benchmark,1,2020-05-31,2,95.52624254033962,True,-0.7788773459889708,-17.40991444020078
benchmark,1,2020-06-30,3,87.08451889434421,True,-2.2485742100349704,-17.40991444020078
benchmark,1,2020-07-31,4,100.0,True,0.0,-17.40991444020078
benchmark,2,2022-06-30,0,0.0,True,-13.403072951156092,-13.403072951156092
benchmark,2,2022-07-31,1,63.57426670955743,True,-4.882167605911569,-13.403072951156092
benchmark,2,2022-08-31,2,59.37880718027992,True,-5.444488107256862,-13.403072951156092
benchmark,2,2022-09-30,3,36.0934763496755,True,-8.565437985400814,-13.403072951156092
benchmark,2,2022-10-31,4,87.1445039885131,True,-1.7230315086525505,-13.403072951156092
benchmark,2,2022-11-30,5,75.48777472928938,True,-3.2853914349850633,-13.403072951156092
benchmark,2,2022-12-31,6,0.4983888652356166,True,-13.336273527968123,-13.403072951156092
benchmark,2,2023-01-31,7,25.477456437382163,True,-9.988310878754747,-13.403072951156092
benchmark,2,2023-02-28,8,54.76344890831306,True,-6.063087943405798,-13.403072951156092
benchmark,2,2023-03-31,9,68.70318985397823,True,-4.1947342952561195,-13.403072951156092
benchmark,2,2023-04-30,10,100.0,True,0.0,-13.403072951156092
benchmark,3,2018-12-31,0,0.0,True,-13.221967359572606,-13.221967359572606
benchmark,3,2019-01-31,1,47.91291177115754,True,-6.886937804169335,-13.221967359572606
benchmark,3,2019-02-28,2,74.74019504710597,True,-3.339843165963352,-13.221967359572606
benchmark,3,2019-03-31,3,100.0,True,0.0,-13.221967359572606
benchmark,4,2020-10-31,0,0.0,True,-10.692288501967617,-10.692288501967617
benchmark,4,2020-11-30,1,70.2025979356279,True,-3.186024194813919,-10.692288501967617
benchmark,4,2020-12-31,2,88.51946372604819,True,-1.2275320599839712,-10.692288501967617
benchmark,4,2021-01-31,3,100.0,True,0.0,-10.692288501967617
benchmark,5,2025-04-30,0,0.0,True,-8.727139198411605,-8.727139198411605
benchmark,5,2025-05-31,1,24.081830704255992,True,-6.6254843113253585,-8.727139198411605
benchmark,5,2025-06-30,2,61.07649349212642,True,-3.3969085938449273,-8.727139198411605
benchmark,5,2025-07-31,3,100.0,True,0.0,-8.727139198411605
benchmark,6,2026-07-31,0,0.0,False,-8.234183406494811,-8.234183406494811
benchmark,6,2026-08-31,1,0.8593307500955278,False,-8.163424536463538,-8.234183406494811
benchmark,7,2018-03-31,0,0.0,True,-7.198454080677418,-7.198454080677418
benchmark,7,2018-04-30,1,15.753382968606825,True,-6.064454041528999,-7.198454080677418
benchmark,7,2018-05-31,2,60.598891088158034,True,-2.836270732296642,-7.198454080677418
benchmark,7,2018-06-30,3,100.0,True,0.0,-7.198454080677418
benchmark,8,2023-10-31,0,0.0,True,-5.163032128596701,-5.163032128596701
benchmark,8,2023-11-30,1,78.9935125546777,True,-1.084571695891623,-5.163032128596701
benchmark,8,2023-12-31,2,100.0,True,0.0,-5.163032128596701
benchmark,9,2019-05-31,0,0.0,True,-4.355364682822005,-4.355364682822005
benchmark,9,2019-06-30,1,87.845253592509,True,-0.5293835323184393,-4.355364682822005
benchmark,9,2019-07-31,2,100.0,True,0.0,-4.355364682822005
benchmark,10,2021-09-30,0,0.0,True,-2.5774828342385425,-2.5774828342385425
benchmark,10,2021-10-31,1,100.0,True,0.0,-2.5774828342385425
benchmark,11,2026-03-31,0,0.0,True,-1.5483721436609699,-1.5483721436609699
benchmark,11,2026-04-30,1,100.0,True,0.0,-1.5483721436609699
benchmark,12,2024-04-30,0,0.0,True,-1.4965918241093834,-1.4965918241093834
benchmark,12,2024-05-31,1,100.0,True,0.0,-1.4965918241093834
benchmark,13,2017-11-30,0,0.0,True,-0.8686334311131638,-0.8686334311131638
benchmark,13,2017-12-31,1,19.017182576759087,True,-0.7034438255956066,-0.8686334311131638
benchmark,13,2018-01-31,2,100.0,True,0.0,-0.8686334311131638
benchmark,14,2023-05-31,0,0.0,True,-0.8622061467425612,-0.8622061467425612
benchmark,14,2023-06-30,1,100.0,True,0.0,-0.8622061467425612
benchmark,15,2019-10-31,0,0.0,True,-0.7159517523364078,-0.7159517523364078
benchmark,15,2019-11-30,1,100.0,True,0.0,-0.7159517523364078
benchmark,16,2024-08-31,0,0.0,True,-0.4621336965177747,-0.4621336965177747
benchmark,16,2024-09-30,1,100.0,True,0.0,-0.4621336965177747
benchmark,17,2023-07-31,0,0.0,True,-0.2500920282190955,-0.2500920282190955
benchmark,17,2023-08-31,1,100.0,True,0.0,-0.2500920282190955
