point,sharpe,expected_return_pct,volatility_pct,weight_QQQ_pct,weight_SPMO_pct,weight_AIA_pct,weight_GLD_pct,weight_XLE_pct,weight_144600_pct,weight_SCHD_pct
1,1.2381160430067413,16.905209071772305,10.552909306805965,0.46674572973848144,10.047392185008075,11.571608715223498,43.52740475637297,0.0,0.0,34.38684861365697
2,1.2436535349725584,16.96444491935035,10.553551927160537,0.8587932663598798,10.508317237237625,11.248410548037228,43.60260858552982,0.0,0.0,33.78187036283545
3,1.2490382783179623,17.023680766928393,10.555479553486881,1.2508408029812843,10.969242289467223,10.925212380850946,43.677812414686684,0.0,0.0,33.17689211201386
4,1.254268474314342,17.082916614506434,10.558691482001409,1.6428883396026686,11.430167341696789,10.60201421366468,43.75301624384353,0.0,0.0,32.57191386119232
5,1.2593424959061088,17.14215246208448,10.563186541158045,2.0349358762240537,11.891092393926368,10.278816046478404,43.828220073000395,0.0,0.0,31.96693561037078
6,1.264258890155778,17.20138830966252,10.568963093781699,2.426983412845411,12.352017446155912,9.955617879292152,43.90342390215725,0.0,0.0,31.36195735954928
7,1.2690163801526206,17.260624157240564,10.576019040042457,2.8190309494668178,12.812942498385512,9.632419712105863,43.978627731314106,0.0,0.0,30.756979108727705
8,1.273613866379948,17.3198600048186,10.584351821257895,3.211078486088185,13.273867550615012,9.309221544919623,44.053831560470954,0.0,0.0,30.15200085790623
9,1.2780504275393516,17.379095852396645,10.593958424507521,3.603126022709625,13.734792602844644,8.986023377733314,44.12903538962781,0.0,0.0,29.547022607084592
10,1.282325320833415,17.43833169997469,10.604835388040039,3.9951735593309943,14.195717655074175,8.662825210547059,44.20423921878467,0.0,0.0,28.942044356263107
11,1.2864379817116016,17.49756754755273,10.616978807450945,4.387221095952386,14.65664270730378,8.339627043360773,44.27944304794153,0.0,0.0,28.337066105441533
12,1.2903880230870899,17.556803395130768,10.630384342605044,4.779268632573759,15.117567759533335,8.016428876174514,44.35464687709838,0.0,0.0,27.73208785462001
13,1.294175234035332,17.616039242708815,10.645047225275533,5.171316169195158,15.578492811762883,7.693230708988249,44.42985070625524,0.0,0.0,27.127109603798473
14,1.2977995779879192,17.675275090286856,10.660962267468822,5.563363705816542,16.039417863992455,7.370032541801985,44.5050545354121,0.0,0.0,26.522131352976935
15,1.3012611904380655,17.734510937864904,10.678123870401834,5.955411242437996,16.500342916222056,7.046834374615661,44.580258364568955,0.0,0.0,25.91715310215533
16,1.3045603761764828,17.79374678544294,10.696526034096335,6.347458779059344,16.961267968451633,6.723636207429408,44.65546219372581,0.0,0.0,25.3121748513338
17,1.3076976060787513,17.852982633020986,10.716162367553029,6.739506315680767,17.42219302068119,6.4004380402431265,44.730666022882666,0.0,0.0,24.707196600512248
18,1.310673513467357,17.912218480599023,10.737026099466398,7.1315538523020905,17.88311807291073,6.077239873056899,44.80586985203952,0.0,0.0,24.10221834969077
19,1.3134888900734312,17.97145432817707,10.759110089439984,7.52360138892354,18.34404312514033,5.754041705870587,44.88107368119637,0.0,0.0,23.497240098869167
20,1.3161446816248237,18.030690175755115,10.782406839660604,7.9156489255449,18.804968177369954,5.4308435386843135,44.956277510353246,0.0,0.0,22.89226184804759
21,1.3186419830885312,18.08992602333316,10.806908506989133,8.307696462166296,19.265893229599506,5.107645371498038,45.0314813395101,0.0,0.0,22.28728359722606
