year,portfolio,Jan_pct,Feb_pct,Mar_pct,Apr_pct,May_pct,Jun_pct,Jul_pct,Aug_pct,Sep_pct,Oct_pct,Nov_pct,Dec_pct,ytd_pct
2014,SPY Candidate,,,,,,,0.7435233338815461,2.1149304240978273,2.4807873963272664,2.3453414759871505,7.164033903199818,0.7185559043923595,16.459643835948512
2015,SPY Candidate,-3.9258471267696993,5.800230227133585,-0.9955669524595256,-1.9391215523137828,4.294799878614741,-1.0966442653322361,7.127725934398166,-5.2784968536284556,-2.313116180975705,4.474951728050436,1.6836061190768303,0.5214345234433759,7.752113951992867
2016,SPY Candidate,-3.0188813728991737,2.8594942095638176,-1.9009197222757623,-0.20429421428468375,6.520769998709386,-2.735340216052118,1.1352883155742122,-0.6743777833903675,-1.1445815870736342,2.2874945397581836,5.597121280729089,6.126239068245054,15.175369990443999
2017,SPY Candidate,-2.0289664393386198,0.7940365471617694,-1.3690163266546373,2.160762005200789,0.43123032641227965,3.076507936916628,-0.38525006934352346,0.7229917496977878,4.04880093134492,0.3475861120571411,-0.8686534351660447,0.9274692847911714,7.96305386259335
2018,SPY Candidate,5.138594969859778,-3.020570705132841,-4.308008673800979,1.2219557171380124,3.4365672137518732,4.3552132815571465,2.9327904277975936,3.4935174760780674,0.311386076497322,-4.7855185617323155,0.0035002063345723755,-9.387875886984798,-1.7116595049562977
2019,SPY Candidate,7.921030502013804,3.809462554521237,3.5648893865306786,6.740763148874462,-4.355389037672818,4.000267141918545,4.217685602123611,0.05380975989222048,1.1722221446256897,-0.715962521223168,4.8050229111105125,1.231899543234971,36.897681119056
2020,SPY Candidate,2.485016404067797,-6.04015255296011,-12.100649809896947,13.208715840650598,6.119804353863434,-1.4812338590149743,5.109047880026751,6.752994442172411,-6.0122583318368505,-4.979368205484558,8.40492446803831,2.0864954531206292,11.099016338241618
2021,SPY Candidate,1.2748452927267007,3.4125599238249427,5.293772647497863,3.3696396163356956,1.627121000914955,3.3682881725145775,3.5766515166507418,4.44474684873164,-2.577497267722395,5.538220281963069,1.1823513687942766,4.266347976905793,40.518647119887575
2022,SPY Candidate,-5.632754298219533,-1.685648545850571,5.22410645625091,-4.436168837955224,-2.180899938971159,-4.84925390046228,9.839738775399166,-0.5912225501956359,-3.300629133190891,7.4833731854413,-1.5897359421590207,-9.15332203285556,-11.898872537995164
2023,SPY Candidate,2.4466548672750665,4.360792652485657,1.98894484752139,4.958477569393405,-0.8622288468976502,6.587113427712321,-0.25010583270461684,1.9705291898802324,-3.0424408300331995,-2.1871266624439167,4.3004964458958295,5.390058333973036,28.233191773351596
2024,SPY Candidate,3.791189216472546,5.7548419419825025,4.541921118909498,-1.4965974781802505,4.3117990299397,4.380692682577547,-0.17777167993413556,-0.28484593127861,0.7561084743184621,3.872649442904108,7.095589359744636,3.5392338189974115,42.16530433029333
2025,SPY Candidate,0.14885621762903423,-0.707929488698622,-4.13255905572083,-4.113842204591278,2.302617310565802,3.457662080336954,5.566083583018733,1.531233403649912,4.963905319556394,3.906561652676843,2.825082622320596,-1.0146648711956696,15.110242377762905
2026,SPY Candidate,0.30425098799797823,-0.6171864219317702,-0.22507345476927565,8.350047519414172,6.782233020786066,2.499901299595053,-8.234183406494822,0.07710809172516431,,,,,8.322650052519066
2014,benchmark,,,,,,,2.41195980682106,1.0278111506154066,1.1270450927151023,1.0840293066452968,6.5101422336537595,2.578610587736879,15.555137917497985
2015,benchmark,4.580207074800084,-0.981649496441427,1.3467117373528263,-1.95561259690539,2.7291220843980404,-2.6457201759835027,3.7306010981038797,-3.1242552366994665,0.3197632960290297,0.8621771561495878,-0.7986954484067076,0.9687313203149139,4.80627321386391
2016,benchmark,1.6053240450184334,4.700164744776741,-3.5407666569607983,-0.15382773651589854,4.003655812650525,1.0145644350873233,0.947172515628622,-1.18697334908807,-1.0421761727046195,1.3858604586985521,-2.517246800746025,2.93252530549286,8.090608081531903
2017,benchmark,-0.22087272442777045,-0.46127151719515963,-0.5278971529117269,2.6653209092173893,1.3752383919048958,2.4079687947119313,-0.46712362522664114,2.636637099339931,0.7129491618327902,0.5101269883269012,-2.579354914291131,0.8954675233151876,7.030920509861094
