metric,SPY Candidate,benchmark
alpha,0.05950288109474207,1.0408340855860843e-17
beta,0.9471761959217444,0.9999999999999999
calmar_ratio,2.602771743881569,1.532911299824796
excess_kurtosis,0.5620031891500821,2.5175591419674013
historical_var_95,0.052037146915924815,0.03060224510620362
modigliani_modigliani,0.12255812182052578,0.10978636727860938
r_squared,0.3934550430913877,0.9999999999999998
skewness,-0.3893215142931275,-0.5585088751369826
treynor_ratio,0.13417610103271682,0.0713915396924025
