portfolio,rank,start,bottom,recovery,duration_months,maximum_drawdown_pct
SPY Candidate,1,2020-02-29,2020-03-31,2020-07-31,6,-17.4099046544398
SPY Candidate,2,2018-10-31,2018-12-31,2019-03-31,6,-13.721116072332828
SPY Candidate,3,2022-01-31,2022-06-30,2023-04-30,16,-13.167389437493703
SPY Candidate,4,2020-09-30,2020-10-31,2021-01-31,5,-10.692254057514328
SPY Candidate,5,2025-02-28,2025-04-30,2025-07-31,6,-8.727148613561164
SPY Candidate,6,2026-07-31,2026-07-31,,2,-8.234183406494822
SPY Candidate,7,2015-08-31,2015-09-30,2016-05-31,10,-7.4695152697705876
SPY Candidate,8,2018-02-28,2018-03-31,2018-06-30,5,-7.198452930958399
SPY Candidate,9,2023-09-30,2023-10-31,2023-12-31,4,-5.163025457894388
SPY Candidate,10,2019-05-31,2019-05-31,2019-07-31,3,-4.355389037672818
SPY Candidate,11,2015-01-31,2015-01-31,2015-02-28,2,-3.925847126769688
SPY Candidate,12,2016-06-30,2016-09-30,2016-11-30,6,-3.412803213156146
SPY Candidate,13,2015-03-31,2015-04-30,2015-05-31,3,-2.915383251430448
SPY Candidate,14,2017-01-31,2017-03-31,2017-06-30,6,-2.602930003449555
SPY Candidate,15,2021-09-30,2021-09-30,2021-10-31,2,-2.577497267722395
SPY Candidate,16,2025-12-31,2026-03-31,2026-04-30,5,-1.5483721436609588
SPY Candidate,17,2024-04-30,2024-04-30,2024-05-31,2,-1.4965974781802394
SPY Candidate,18,2015-06-30,2015-06-30,2015-07-31,2,-1.0966442653322361
SPY Candidate,19,2017-11-30,2017-11-30,2017-12-31,2,-0.8686534351660447
SPY Candidate,20,2023-05-31,2023-05-31,2023-06-30,2,-0.8622288468976502
SPY Candidate,21,2019-10-31,2019-10-31,2019-11-30,2,-0.715962521223168
SPY Candidate,22,2024-07-31,2024-08-31,2024-09-30,3,-0.46211123581549884
SPY Candidate,23,2017-07-31,2017-07-31,2017-08-31,2,-0.38525006934352346
SPY Candidate,24,2023-07-31,2023-07-31,2023-08-31,2,-0.25010583270461684
benchmark,1,2022-01-31,2022-12-31,2024-02-29,26,-12.801364039215656
benchmark,2,2026-07-31,2026-07-31,,2,-11.523766254883272
benchmark,3,2020-09-30,2020-10-31,2021-05-31,9,-7.2211941331749685
benchmark,4,2018-02-28,2018-10-31,2019-03-31,14,-5.859637781753824
benchmark,5,2025-04-30,2025-05-31,2025-08-31,5,-4.851554704693828
benchmark,6,2020-03-31,2020-03-31,2020-04-30,2,-4.088268533748751
benchmark,7,2016-03-31,2016-04-30,2016-05-31,3,-3.6891477122729888
benchmark,8,2016-08-31,2016-11-30,2017-04-30,9,-3.357197366615894
benchmark,9,2015-08-31,2015-08-31,2016-02-29,7,-3.124255236699458
benchmark,10,2026-03-31,2026-03-31,2026-05-31,3,-3.007479525297474
benchmark,11,2015-06-30,2015-06-30,2015-07-31,2,-2.6457201759835014
benchmark,12,2017-11-30,2017-11-30,2018-01-31,3,-2.579354914291132
benchmark,13,2015-04-30,2015-04-30,2015-05-31,2,-1.9556125969053872
benchmark,14,2019-09-30,2019-10-31,2020-01-31,5,-1.4556064794374879
benchmark,15,2024-08-31,2024-08-31,2024-09-30,2,-1.311816354523887
benchmark,16,2015-02-28,2015-02-28,2015-03-31,2,-0.981649496441428
benchmark,17,2025-12-31,2025-12-31,2026-01-31,2,-0.6254982992540792
benchmark,18,2021-09-30,2021-09-30,2021-10-31,2,-0.4772019926510551
benchmark,19,2017-07-31,2017-07-31,2017-08-31,2,-0.46712362522663975
benchmark,20,2020-06-30,2020-06-30,2020-07-31,2,-0.2358966151071007
benchmark,21,2025-01-31,2025-01-31,2025-02-28,2,-0.13916725220166626
benchmark,22,2024-04-30,2024-04-30,2024-05-31,2,-0.12585408572722834
