year,optimized_return_pct,provided_return_pct,benchmark_return_pct
2015,-3.3490102559909696,-4.668104488654001,-1.3690617490621837
2016,9.914614133485355,17.95565526509366,11.997876056290014
2017,22.915409991141857,23.894381065999504,21.70543004348582
2018,-1.2546414765565173,-6.1869270003801935,-4.569016370155509
2019,26.387428588492057,29.25304288321047,31.223874908869664
2020,29.346895392948436,28.83602950076154,18.33163641901283
2021,15.847111708082661,16.610116034998356,28.728758171371062
2022,-10.17506537173386,-10.977954199883122,-18.17536129512295
2023,23.21667187098275,24.20113166575202,26.175786176827764
2024,33.75078489103227,22.555339930137475,24.886441586809017
2025,37.44611470765402,44.46034773000307,17.719080450517023
2026,11.727383949109171,15.505869805548311,10.130213504869822
