year,Jan_pct,Feb_pct,Mar_pct,Apr_pct,May_pct,Jun_pct,Jul_pct,Aug_pct,Sep_pct,Oct_pct,Nov_pct,Dec_pct,YTD_pct,portfolio
2015,,,,,,,,,,,-1.61101571954015,-1.7664523616756012,-3.3490102559909696,optimized
2016,-1.6487818318567142,3.4467887414267797,3.972495448561155,1.9507517654762698,-1.1417876320964513,2.492397390566063,4.372051359429073,-1.0047740148450095,1.113914314536181,-2.237513904172759,-2.6472342014335815,1.1615447506506167,9.914614133485355,optimized
2017,3.3002811884435803,3.4376002937616232,-0.5360830619388463,2.0626469609555724,1.5117366495719815,-0.5644037573143288,2.738584520101274,2.116971317540592,-0.3175437181008252,4.007618612233496,1.7113241252353437,1.4731572124173575,22.915409991141857,optimized
2018,6.160195901445766,-1.722635269057157,-2.2585250794880722,0.8070919247230458,2.679661953693109,-0.818614415561715,1.407526571818209,2.1373270833196347,0.4067909167113905,-5.787148212577756,0.671643602650122,-4.372714723994695,-1.2546414765565173,optimized
2019,7.290235005885309,2.1869845443015787,1.6713739344122247,1.3159168468971856,-2.6841773414008454,6.821852330068472,0.8916536016747871,1.725172680331917,-0.7417773755316854,1.644850039140742,0.7527459630230521,3.1895509811151737,26.387428588492057,optimized
2020,2.856909846164115,-5.791702984703561,-6.813744166081226,12.10432236191344,5.302646231809312,3.385353662035423,8.244097185867611,5.833612799670521,-4.069591801370768,-2.8747324439736577,5.011918573414421,4.71427792787927,29.346895392948436,optimized
2021,-0.7735687097721284,-1.8594103893020353,0.9301584648617258,4.773931034800137,2.205706419803336,2.1612424845176723,2.0710242824835454,2.6439772123017344,-4.092699520747734,5.827492598989579,-1.1818207682259538,2.529940629099946,15.847111708082661,optimized
2022,-4.522268765668991,0.5204748346312597,3.4878010197460307,-7.452709592923773,-0.24590447962671316,-6.801936969461004,5.616153524168603,-3.3438818203736314,-6.469201947135033,7.031853493187428,5.546707247763112,-2.5509234816761945,-10.17506537173386,optimized
2023,4.209106422699174,-4.1534774697021986,5.550772755710394,1.7739384978523534,-1.5278715494436534,3.4874884180692836,2.656364626861941,0.2207267170057212,-3.1324645511035234,0.7762821661513679,7.492770501973752,4.382814741877687,23.21667187098275,optimized
2024,2.148148070526314,6.17305439223553,5.421460896335533,-2.3128596401458497,5.058988447805005,4.428586197679858,0.8477712466409079,2.4259989174690615,2.7414405104003867,1.2426046769495567,3.2057701076259577,-1.5664748368638595,33.75078489103227,optimized
2025,5.125646643245389,0.03210171416943891,-1.4061741547051803,2.4729690844666914,6.936935271007878,4.711756489899016,1.6512021309927793,2.563801289561046,6.83575876351102,2.1825551147190603,1.1164086712277386,0.387702674130669,37.44611470765402,optimized
2026,4.87182363457969,2.762116706777666,-6.888195167204965,10.997149413833988,6.98757783033839,-0.883856594396398,-5.403852994465029,,,,,,11.727383949109171,optimized
