metric,unit,optimized,provided
alpha,percent,5.200991673351627,3.515787938162165
beta,ratio,0.7521739917202752,0.9525420084838279
calmar_ratio,ratio,4.519101698732208,4.093571954649511
excess_kurtosis,ratio,0.1628773672698478,0.8335594631026932
historical_var_95,percent,5.633830125332665,6.97145162984008
modigliani_modigliani,percent,19.29855693046944,16.510155564442496
r_squared,ratio,0.7711697644883831,0.7751450228926681
skewness,ratio,-0.1312459817834678,-0.12683916819534663
treynor_ratio,ratio,0.19293243183789846,0.16076593002954628
