metric,KAW Direct Proxy v2,KAW Core,benchmark
alpha,-0.0045024211562624036,0.011121407031162791,-2.0816681711721685e-17
beta,0.39930163525783713,0.5712213202645957,1.0000000000000002
calmar_ratio,2.0852953333874584,1.662376753014471,2.602777030130364
excess_kurtosis,-0.044648129799786496,3.072956604451265,0.11713414658184718
historical_var_95,0.04238376732741124,0.03407483877961972,0.044981715482272325
modigliani_modigliani,0.1051263568653551,0.13836920026751423,0.16581396288643657
r_squared,0.3358343696727662,0.4663728469341789,1.0
skewness,-0.4763110673004852,-0.9810458323998948,-0.4420318428430477
treynor_ratio,0.1151512104380435,0.14639358935097688,0.12741913530022966
