portfolio,3m_pct,1y_pct,3y_pct,5y_pct,10y_pct,ytd_pct,full_period_pct,3y_annualized_volatility_pct,5y_annualized_volatility_pct
KODEX 200 100%,28.151305048449004,94.22217937594395,30.020863908939344,11.41888962215929,,94.22217937594395,15.12138913383323,21.910172569480757,21.378731873800817
