portfolio,rank,start,bottom,recovery,duration_months,maximum_drawdown_pct
KODEX 200 100%,1,2021-07-31,2022-09-30,2025-06-30,48,-34.18313471111782
KODEX 200 100%,2,2020-02-29,2020-03-31,2020-07-31,6,-16.568821896072983
KODEX 200 100%,3,2025-11-30,2025-11-30,2025-12-31,2,-4.290491950995512
KODEX 200 100%,4,2020-10-31,2020-10-31,2020-11-30,2,-2.8823550685327826
KODEX 200 100%,5,2025-08-31,2025-08-31,2025-09-30,2,-1.6510301692420848
