portfolio,start_balance,end_balance,annualized_return,best_year,worst_year,sharpe_ex_post,sortino,cagr_pct,annualized_volatility_pct,max_drawdown_pct
KODEX 200 100%,10000.0,23277.488927402283,0.16564060534633282,0.9422217937594395,-0.24150391702526786,0.7410883628017227,1.362094871148121,15.12138913383323,22.350992629289166,-34.18313471111782
