ticker,name,start_balance,end_balance,annualized_return,best_year,worst_year,sharpe_ratio,sortino_ratio,3m,ytd,1y,3y,5y,10y,full_period,cagr_pct,annualized_volatility_pct,max_drawdown_pct,3y_annualized_volatility_pct,5y_annualized_volatility_pct
069500,KODEX 200,1.0,2.327748892740228,0.16564060534633282,0.9422217937594395,-0.24150391702526786,0.7410883628017227,1.362094871148121,0.28151305048449005,0.9422217937594395,0.9422217937594395,0.30020863908939344,0.1141888962215929,,0.1512138913383323,15.12138913383323,22.350992629289166,-34.18313471111782,21.910172569480757,21.378731873800817
