roll_period_years,Native Bond 50/50_average_pct,Native Bond 50/50_high_pct,Native Bond 50/50_low_pct,TLT Proxy_average_pct,TLT Proxy_high_pct,TLT Proxy_low_pct,EDV Proxy_average_pct,EDV Proxy_high_pct,EDV Proxy_low_pct,ZROZ Proxy_average_pct,ZROZ Proxy_high_pct,ZROZ Proxy_low_pct,benchmark_average_pct,benchmark_high_pct,benchmark_low_pct
1,-3.273622090151837,21.140233118557305,-28.576052401471387,-1.7476178583810391,17.65449072148919,-24.98860467490507,-5.730185278808298,22.251096373699998,-33.56176488783002,-8.042282664409944,22.73527164466449,-35.651259991522664,20.745361204583297,44.70657259409616,-13.336266295374067
3,-1.0923292059371579,5.79426066580444,-6.810563079182542,-1.2978839716119384,3.611328908252287,-7.331661416665847,-5.437065100740264,0.026998430757774194,-12.497856596467017,-7.823867265316216,-2.262308054645501,-15.001111507015963,21.880439809396073,28.63162137260091,15.181480208880505
5,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,
