portfolio,rank,start,bottom,recovery,maximum_drawdown,duration_months
Native Bond 50/50,1,2021-12-31,2026-07-31,,-0.3418324794826749,57
TLT Proxy,1,2021-12-31,2023-10-31,,-0.34381861767487065,57
EDV Proxy,1,2021-12-31,2023-10-31,,-0.47051024367846483,57
ZROZ Proxy,1,2021-12-31,2023-10-31,,-0.5044962019695229,57
benchmark,1,2022-01-31,2022-06-30,2023-04-30 00:00:00,-0.1340305817089914,16
benchmark,2,2025-02-28,2025-04-30,2025-07-31 00:00:00,-0.08727149385650335,6
benchmark,3,2026-07-31,2026-07-31,,-0.08234183406494833,2
benchmark,4,2023-09-30,2023-10-31,2023-12-31 00:00:00,-0.05163025457894388,4
benchmark,5,2025-12-31,2026-03-31,2026-04-30 00:00:00,-0.015483721436609588,5
benchmark,6,2024-04-30,2024-04-30,2024-05-31 00:00:00,-0.014966274842780125,2
benchmark,7,2023-05-31,2023-05-31,2023-06-30 00:00:00,-0.008622213033953274,2
benchmark,8,2024-07-31,2024-08-31,2024-09-30 00:00:00,-0.004621222689090154,3
benchmark,9,2023-07-31,2023-07-31,2023-08-31 00:00:00,-0.0025010628457037276,2
