roll_period_years,SPY Candidate_average_pct,SPY Candidate_high_pct,SPY Candidate_low_pct,benchmark_average_pct,benchmark_high_pct,benchmark_low_pct
1,20.793474468281524,44.706587553236666,-11.898879871181457,13.466907421362267,33.003086238944256,-13.83448581724791
3,21.918493863942235,28.63163116032357,15.181480208880483,13.966183789053927,20.754915966390474,6.258125703558237
5,,,,,,
7,,,,,,
