year,SPY Candidate,benchmark
2021,0.05499150046286738,0.03344655866147672
2022,-0.11898879871181456,-0.1383448581724791
2023,0.2823321090408364,0.15717934878373163
2024,0.42165309958311536,0.20324009349810734
2025,0.1511021994821946,0.21437741103579677
2026,0.08322659727233517,0.03443628187809966
